TWTR,date,closing,avg
AAPL,Mon Oct 26 00:00:00 CET 2015,54.25,318.58228565627815
AMZN,Mon Oct 26 00:00:00 CET 2015,54.25,225.30660840492942
FB,Mon Oct 26 00:00:00 CET 2015,54.25,256.84732063149085
MSFT,Mon Oct 26 00:00:00 CET 2015,54.25,80.78017661470592
TWTR,Mon Oct 26 00:00:00 CET 2015,54.25,57.6431249375
GOOG,Fri Oct 23 00:00:00 CEST 2015,52.869999,318.3458868247334
AAPL,Fri Oct 23 00:00:00 CEST 2015,52.869999,318.3458868247334
AMZN,Fri Oct 23 00:00:00 CEST 2015,52.869999,225.1044552872214
FB,Fri Oct 23 00:00:00 CEST 2015,52.869999,256.5062214314382
MSFT,Fri Oct 23 00:00:00 CEST 2015,52.869999,80.6983285865103
TWTR,Fri Oct 23 00:00:00 CEST 2015,52.869999,57.60612396124031
GOOG,Thu Oct 22 00:00:00 CEST 2015,48.029999,318.10560603555587
AAPL,Thu Oct 22 00:00:00 CEST 2015,48.029999,318.10560603555587
AMZN,Thu Oct 22 00:00:00 CEST 2015,48.029999,224.89710814871177
FB,Thu Oct 22 00:00:00 CEST 2015,48.029999,256.1581809933222
MSFT,Thu Oct 22 00:00:00 CEST 2015,48.029999,80.60280715497079
TWTR,Thu Oct 22 00:00:00 CEST 2015,48.029999,57.53246146153846
GOOG,Wed Oct 21 00:00:00 CEST 2015,47.200001,317.8650149120785
AAPL,Wed Oct 21 00:00:00 CEST 2015,47.200001,317.8650149120785
AMZN,Wed Oct 21 00:00:00 CEST 2015,47.200001,224.68927527485363
FB,Wed Oct 21 00:00:00 CEST 2015,47.200001,255.80991736000001
MSFT,Wed Oct 21 00:00:00 CEST 2015,47.200001,80.5054228804665
TWTR,Wed Oct 21 00:00:00 CEST 2015,47.200001,57.45358771755725
GOOG,Tue Oct 20 00:00:00 CEST 2015,47.77,317.6253565137537
AAPL,Tue Oct 20 00:00:00 CEST 2015,47.77,317.6253565137537
AMZN,Tue Oct 20 00:00:00 CEST 2015,47.77,224.48259387850447
FB,Tue Oct 20 00:00:00 CEST 2015,47.77,255.46376109151413
MSFT,Tue Oct 20 00:00:00 CEST 2015,47.77,80.4102617674419
TWTR,Tue Oct 20 00:00:00 CEST 2015,47.77,57.380227204545456
GOOG,Mon Oct 19 00:00:00 CEST 2015,47.619999,317.3859900620571
AAPL,Mon Oct 19 00:00:00 CEST 2015,47.619999,317.3859900620571
AMZN,Mon Oct 19 00:00:00 CEST 2015,47.619999,224.27621978879793
FB,Mon Oct 19 00:00:00 CEST 2015,47.619999,255.11850567275744
MSFT,Mon Oct 19 00:00:00 CEST 2015,47.619999,80.31521752753626
TWTR,Mon Oct 19 00:00:00 CEST 2015,47.619999,57.30684203007519
GOOG,Fri Oct 16 00:00:00 CEST 2015,47.509998,317.1469502108063
AAPL,Fri Oct 16 00:00:00 CEST 2015,47.509998,317.1469502108063
AMZN,Fri Oct 16 00:00:00 CEST 2015,47.509998,224.07019855128183
FB,Fri Oct 16 00:00:00 CEST 2015,47.509998,254.77421295688222
MSFT,Fri Oct 16 00:00:00 CEST 2015,47.509998,80.22040475433529
TWTR,Fri Oct 16 00:00:00 CEST 2015,47.509998,57.23373125373134
GOOG,Thu Oct 15 00:00:00 CEST 2015,47.009998,316.90789096106226
AAPL,Thu Oct 15 00:00:00 CEST 2015,47.009998,316.90789096106226
AMZN,Thu Oct 15 00:00:00 CEST 2015,47.009998,223.8640749185097
FB,Thu Oct 15 00:00:00 CEST 2015,47.009998,254.430232468543
MSFT,Thu Oct 15 00:00:00 CEST 2015,47.009998,80.1246975302594
TWTR,Thu Oct 15 00:00:00 CEST 2015,47.009998,57.1579998962963
GOOG,Wed Oct 14 00:00:00 CEST 2015,46.68,316.66896267550874
AAPL,Wed Oct 14 00:00:00 CEST 2015,46.68,316.66896267550874
AMZN,Wed Oct 14 00:00:00 CEST 2015,46.68,223.6580469244184
FB,Wed Oct 14 00:00:00 CEST 2015,46.68,254.0868436545454
MSFT,Wed Oct 14 00:00:00 CEST 2015,46.68,80.02859207758624
TWTR,Wed Oct 14 00:00:00 CEST 2015,46.68,57.080955779411774
GOOG,Tue Oct 13 00:00:00 CEST 2015,46.889999,316.4306420362194
AAPL,Tue Oct 13 00:00:00 CEST 2015,46.889999,316.4306420362194
AMZN,Tue Oct 13 00:00:00 CEST 2015,46.889999,223.45274140998816
FB,Tue Oct 13 00:00:00 CEST 2015,46.889999,253.74493466996694
MSFT,Tue Oct 13 00:00:00 CEST 2015,46.889999,79.93363908882525
TWTR,Tue Oct 13 00:00:00 CEST 2015,46.889999,57.00656923357665
GOOG,Mon Oct 12 00:00:00 CEST 2015,47.0,316.1928391747576
AAPL,Mon Oct 12 00:00:00 CEST 2015,47.0,316.1928391747576
AMZN,Mon Oct 12 00:00:00 CEST 2015,47.0,223.2480398538281
FB,Mon Oct 12 00:00:00 CEST 2015,47.0,253.4043334596375
MSFT,Mon Oct 12 00:00:00 CEST 2015,47.0,79.83954297714288
TWTR,Mon Oct 12 00:00:00 CEST 2015,47.0,56.934057862318845
GOOG,Fri Oct 09 00:00:00 CEST 2015,47.110001,315.9555527213407
AAPL,Fri Oct 09 00:00:00 CEST 2015,47.110001,315.9555527213407
AMZN,Fri Oct 09 00:00:00 CEST 2015,47.110001,223.04394015643084
FB,Fri Oct 09 00:00:00 CEST 2015,47.110001,253.0650335707236
MSFT,Fri Oct 09 00:00:00 CEST 2015,47.110001,79.74629641880345
TWTR,Fri Oct 09 00:00:00 CEST 2015,47.110001,56.86338119424461
GOOG,Thu Oct 08 00:00:00 CEST 2015,47.450001,315.7189839533043
AAPL,Thu Oct 08 00:00:00 CEST 2015,47.450001,315.7189839533043
AMZN,Thu Oct 08 00:00:00 CEST 2015,47.450001,222.84070643055531
FB,Thu Oct 08 00:00:00 CEST 2015,47.450001,252.72740625944164
MSFT,Thu Oct 08 00:00:00 CEST 2015,47.450001,79.65454557954548
TWTR,Thu Oct 08 00:00:00 CEST 2015,47.450001,56.79614276428572
GOOG,Wed Oct 07 00:00:00 CEST 2015,46.799999,315.4822594947186
AAPL,Wed Oct 07 00:00:00 CEST 2015,46.799999,315.4822594947186
AMZN,Wed Oct 07 00:00:00 CEST 2015,46.799999,222.63719116184947
FB,Wed Oct 07 00:00:00 CEST 2015,46.799999,252.38982034590157
MSFT,Wed Oct 07 00:00:00 CEST 2015,46.799999,79.56147320963176
TWTR,Wed Oct 07 00:00:00 CEST 2015,46.799999,56.72524812765958
GOOG,Tue Oct 06 00:00:00 CEST 2015,46.75,315.24590746350077
AAPL,Tue Oct 06 00:00:00 CEST 2015,46.75,315.24590746350077
AMZN,Tue Oct 06 00:00:00 CEST 2015,46.75,222.43408816974573
FB,Tue Oct 06 00:00:00 CEST 2015,46.75,252.05325762847784
MSFT,Tue Oct 06 00:00:00 CEST 2015,46.75,79.46878543220342
TWTR,Tue Oct 06 00:00:00 CEST 2015,46.75,56.65499990140846
GOOG,Mon Oct 05 00:00:00 CEST 2015,46.630001,315.0098653664327
AAPL,Mon Oct 05 00:00:00 CEST 2015,46.630001,315.0098653664327
AMZN,Mon Oct 05 00:00:00 CEST 2015,46.630001,222.23131528950384
FB,Mon Oct 05 00:00:00 CEST 2015,46.630001,251.71759871241827
MSFT,Mon Oct 05 00:00:00 CEST 2015,46.630001,79.37628181408455
TWTR,Mon Oct 05 00:00:00 CEST 2015,46.630001,56.58489501398602
GOOG,Fri Oct 02 00:00:00 CEST 2015,45.57,314.7733071000881
AAPL,Fri Oct 02 00:00:00 CEST 2015,45.57,314.7733071000881
AMZN,Fri Oct 02 00:00:00 CEST 2015,45.57,222.02778842857123
FB,Fri Oct 02 00:00:00 CEST 2015,45.57,251.38130572920062
MSFT,Fri Oct 02 00:00:00 CEST 2015,45.57,79.28132034831464
TWTR,Fri Oct 02 00:00:00 CEST 2015,45.57,56.50840268750001
GOOG,Thu Oct 01 00:00:00 CEST 2015,44.610001,314.53632174385996
AAPL,Thu Oct 01 00:00:00 CEST 2015,44.610001,314.53632174385996
AMZN,Thu Oct 01 00:00:00 CEST 2015,44.610001,221.82362526697332
FB,Thu Oct 01 00:00:00 CEST 2015,44.610001,251.04454464657977
MSFT,Thu Oct 01 00:00:00 CEST 2015,44.610001,79.18420180672273
TWTR,Thu Oct 01 00:00:00 CEST 2015,44.610001,56.426344744827595
GOOG,Wed Sep 30 00:00:00 CEST 2015,44.259998,314.29944503593373
AAPL,Wed Sep 30 00:00:00 CEST 2015,44.259998,314.29944503593373
AMZN,Wed Sep 30 00:00:00 CEST 2015,44.259998,221.61952914367794
FB,Wed Sep 30 00:00:00 CEST 2015,44.259998,250.70830961138208
MSFT,Wed Sep 30 00:00:00 CEST 2015,44.259998,79.08664816480452
TWTR,Wed Sep 30 00:00:00 CEST 2015,44.259998,56.34301360273973
GOOG,Tue Sep 29 00:00:00 CEST 2015,43.439999,314.0622651357271
AAPL,Tue Sep 29 00:00:00 CEST 2015,43.439999,314.0622651357271
AMZN,Tue Sep 29 00:00:00 CEST 2015,43.439999,221.41496022273228
FB,Tue Sep 29 00:00:00 CEST 2015,43.439999,250.37183508116877
MSFT,Tue Sep 29 00:00:00 CEST 2015,43.439999,78.98735387743736
TWTR,Tue Sep 29 00:00:00 CEST 2015,43.439999,56.255237993197284
GOOG,Mon Sep 28 00:00:00 CEST 2015,43.290001,313.8253690166232
AAPL,Mon Sep 28 00:00:00 CEST 2015,43.290001,313.8253690166232
AMZN,Mon Sep 28 00:00:00 CEST 2015,43.290001,221.21068848050436
FB,Mon Sep 28 00:00:00 CEST 2015,43.290001,250.03620812155583
MSFT,Mon Sep 28 00:00:00 CEST 2015,43.290001,78.88819456388893
TWTR,Mon Sep 28 00:00:00 CEST 2015,43.290001,56.16763504054054
GOOG,Fri Sep 25 00:00:00 CEST 2015,43.939999,313.5894552316437
AAPL,Fri Sep 25 00:00:00 CEST 2015,43.939999,313.5894552316437
AMZN,Fri Sep 25 00:00:00 CEST 2015,43.939999,221.0076292714774
FB,Fri Sep 25 00:00:00 CEST 2015,43.939999,249.7027191100323
MSFT,Fri Sep 25 00:00:00 CEST 2015,43.939999,78.79138515789477
TWTR,Fri Sep 25 00:00:00 CEST 2015,43.939999,56.08557036912752
GOOG,Thu Sep 24 00:00:00 CEST 2015,43.91,313.3539273231444
AAPL,Thu Sep 24 00:00:00 CEST 2015,43.91,313.3539273231444
AMZN,Thu Sep 24 00:00:00 CEST 2015,43.91,220.8050004050341
FB,Thu Sep 24 00:00:00 CEST 2015,43.91,249.3702591437802
MSFT,Thu Sep 24 00:00:00 CEST 2015,43.91,78.69502774033153
TWTR,Thu Sep 24 00:00:00 CEST 2015,43.91,56.0043999
GOOG,Wed Sep 23 00:00:00 CEST 2015,43.869999,313.1187755532289
AAPL,Wed Sep 23 00:00:00 CEST 2015,43.869999,313.1187755532289
AMZN,Wed Sep 23 00:00:00 CEST 2015,43.869999,220.60278897485688
FB,Wed Sep 23 00:00:00 CEST 2015,43.869999,249.03880711129023
MSFT,Wed Sep 23 00:00:00 CEST 2015,43.869999,78.59909102203859
TWTR,Wed Sep 23 00:00:00 CEST 2015,43.869999,55.92403962913908
GOOG,Tue Sep 22 00:00:00 CEST 2015,43.900002,312.8840599703577
AAPL,Tue Sep 22 00:00:00 CEST 2015,43.900002,312.8840599703577
AMZN,Tue Sep 22 00:00:00 CEST 2015,43.900002,220.40107346461164
FB,Tue Sep 22 00:00:00 CEST 2015,43.900002,248.70847087117545
MSFT,Tue Sep 22 00:00:00 CEST 2015,43.900002,78.50376385439563
TWTR,Tue Sep 22 00:00:00 CEST 2015,43.900002,55.84493411842106
GOOG,Mon Sep 21 00:00:00 CEST 2015,44.110001,312.64993622561
AAPL,Mon Sep 21 00:00:00 CEST 2015,44.110001,312.64993622561
AMZN,Mon Sep 21 00:00:00 CEST 2015,44.110001,220.20005741847183
FB,Mon Sep 21 00:00:00 CEST 2015,44.110001,248.3795344244372
MSFT,Mon Sep 21 00:00:00 CEST 2015,44.110001,78.40953436712331
TWTR,Mon Sep 21 00:00:00 CEST 2015,44.110001,55.768235209150326
GOOG,Fri Sep 18 00:00:00 CEST 2015,43.48,312.4156717032204
AAPL,Fri Sep 18 00:00:00 CEST 2015,43.48,312.4156717032204
AMZN,Fri Sep 18 00:00:00 CEST 2015,43.48,219.99878172665126
FB,Fri Sep 18 00:00:00 CEST 2015,43.48,248.05064271589077
MSFT,Fri Sep 18 00:00:00 CEST 2015,43.48,78.31409848087435
TWTR,Fri Sep 18 00:00:00 CEST 2015,43.48,55.68844147402597
GOOG,Thu Sep 17 00:00:00 CEST 2015,44.25,312.18248416260894
AAPL,Thu Sep 17 00:00:00 CEST 2015,44.25,312.18248416260894
AMZN,Thu Sep 17 00:00:00 CEST 2015,44.25,219.79883999544913
FB,Thu Sep 17 00:00:00 CEST 2015,44.25,247.7240391217948
MSFT,Thu Sep 17 00:00:00 CEST 2015,44.25,78.221280773842
TWTR,Thu Sep 17 00:00:00 CEST 2015,44.25,55.614645077419354
GOOG,Wed Sep 16 00:00:00 CEST 2015,44.299999,311.94974525282385
AAPL,Wed Sep 16 00:00:00 CEST 2015,44.299999,311.94974525282385
AMZN,Wed Sep 16 00:00:00 CEST 2015,44.299999,219.59940949431797
FB,Wed Sep 16 00:00:00 CEST 2015,44.299999,247.39856065759994
MSFT,Wed Sep 16 00:00:00 CEST 2015,44.299999,78.12910337771741
TWTR,Wed Sep 16 00:00:00 CEST 2015,44.299999,55.5421152948718
GOOG,Tue Sep 15 00:00:00 CEST 2015,43.98,311.7171326267363
AAPL,Tue Sep 15 00:00:00 CEST 2015,43.98,311.7171326267363
AMZN,Tue Sep 15 00:00:00 CEST 2015,43.98,219.40006850737777
FB,Tue Sep 15 00:00:00 CEST 2015,43.98,247.07361088019164
MSFT,Tue Sep 15 00:00:00 CEST 2015,43.98,78.03655838211384
TWTR,Tue Sep 15 00:00:00 CEST 2015,43.98,55.468471248407646
GOOG,Mon Sep 14 00:00:00 CEST 2015,43.040001,311.4841082281008
AAPL,Mon Sep 14 00:00:00 CEST 2015,43.040001,311.4841082281008
AMZN,Mon Sep 14 00:00:00 CEST 2015,43.040001,219.2001137823127
FB,Mon Sep 14 00:00:00 CEST 2015,43.040001,246.74819842424236
MSFT,Mon Sep 14 00:00:00 CEST 2015,43.040001,77.94197309189192
TWTR,Mon Sep 14 00:00:00 CEST 2015,43.040001,55.38981004430379
GOOG,Fri Sep 11 00:00:00 CEST 2015,43.48,311.25186896620465
AAPL,Fri Sep 11 00:00:00 CEST 2015,43.48,311.25186896620465
AMZN,Fri Sep 11 00:00:00 CEST 2015,43.48,219.00111025594543
FB,Fri Sep 11 00:00:00 CEST 2015,43.48,246.42452294904453
MSFT,Fri Sep 11 00:00:00 CEST 2015,43.48,77.8490836765499
TWTR,Fri Sep 11 00:00:00 CEST 2015,43.48,55.31490557861635
GOOG,Thu Sep 10 00:00:00 CEST 2015,43.290001,311.0198673489179
AAPL,Thu Sep 10 00:00:00 CEST 2015,43.290001,311.0198673489179
AMZN,Thu Sep 10 00:00:00 CEST 2015,43.290001,218.8023420328052
FB,Thu Sep 10 00:00:00 CEST 2015,43.290001,246.10157458346575
MSFT,Thu Sep 10 00:00:00 CEST 2015,43.290001,77.7561829166667
TWTR,Thu Sep 10 00:00:00 CEST 2015,43.290001,55.23974992499999
GOOG,Wed Sep 09 00:00:00 CEST 2015,43.07,310.78807680622856
AAPL,Wed Sep 09 00:00:00 CEST 2015,43.07,310.78807680622856
AMZN,Wed Sep 09 00:00:00 CEST 2015,43.07,218.60377441468904
FB,Wed Sep 09 00:00:00 CEST 2015,43.07,245.77930224285709
MSFT,Wed Sep 09 00:00:00 CEST 2015,43.07,77.66319046916892
TWTR,Wed Sep 09 00:00:00 CEST 2015,43.07,55.16416141614906
GOOG,Tue Sep 08 00:00:00 CEST 2015,43.889999,310.55739566724304
AAPL,Tue Sep 08 00:00:00 CEST 2015,43.889999,310.55739566724304
AMZN,Tue Sep 08 00:00:00 CEST 2015,43.889999,218.40658053724584
FB,Tue Sep 08 00:00:00 CEST 2015,43.889999,245.45935089064972
MSFT,Tue Sep 08 00:00:00 CEST 2015,43.889999,77.57288781818184
TWTR,Tue Sep 08 00:00:00 CEST 2015,43.889999,55.09456782098765
GOOG,Fri Sep 04 00:00:00 CEST 2015,42.610001,310.3260075889466
AAPL,Fri Sep 04 00:00:00 CEST 2015,42.610001,310.3260075889466
AMZN,Fri Sep 04 00:00:00 CEST 2015,42.610001,218.20838822660633
FB,Fri Sep 04 00:00:00 CEST 2015,42.610001,245.13838672943032
MSFT,Fri Sep 04 00:00:00 CEST 2015,42.610001,77.47965345333336
TWTR,Fri Sep 04 00:00:00 CEST 2015,42.610001,55.01797538650305
GOOG,Thu Sep 03 00:00:00 CEST 2015,43.5,310.09578670232975
AAPL,Thu Sep 03 00:00:00 CEST 2015,43.5,310.09578670232975
AMZN,Thu Sep 03 00:00:00 CEST 2015,43.5,218.01164454617094
FB,Thu Sep 03 00:00:00 CEST 2015,43.5,244.8198426745655
MSFT,Thu Sep 03 00:00:00 CEST 2015,43.5,77.38928203457449
TWTR,Thu Sep 03 00:00:00 CEST 2015,43.5,54.94774382926828
GOOG,Wed Sep 02 00:00:00 CEST 2015,43.360001,309.86584205948293
AAPL,Wed Sep 02 00:00:00 CEST 2015,43.360001,309.86584205948293
AMZN,Wed Sep 02 00:00:00 CEST 2015,43.360001,217.8151860044992
FB,Wed Sep 02 00:00:00 CEST 2015,43.360001,244.50208267192423
MSFT,Wed Sep 02 00:00:00 CEST 2015,43.360001,77.2990186896552
TWTR,Wed Sep 02 00:00:00 CEST 2015,43.360001,54.87751508484847
GOOG,Tue Sep 01 00:00:00 CEST 2015,41.82,309.63496708785544
AAPL,Tue Sep 01 00:00:00 CEST 2015,41.82,309.63496708785544
AMZN,Tue Sep 01 00:00:00 CEST 2015,41.82,217.61743860449417
FB,Tue Sep 01 00:00:00 CEST 2015,41.82,244.18289828976373
MSFT,Tue Sep 01 00:00:00 CEST 2015,41.82,77.20515885185188
TWTR,Tue Sep 01 00:00:00 CEST 2015,41.82,54.798855355421665
GOOG,Mon Aug 31 00:00:00 CEST 2015,43.52,309.40595248623083
AAPL,Mon Aug 31 00:00:00 CEST 2015,43.52,309.40595248623083
AMZN,Mon Aug 31 00:00:00 CEST 2015,43.52,217.4220430505048
FB,Mon Aug 31 00:00:00 CEST 2015,43.52,243.86739058805026
MSFT,Mon Aug 31 00:00:00 CEST 2015,43.52,77.11627980474937
TWTR,Mon Aug 31 00:00:00 CEST 2015,43.52,54.731317299401184
GOOG,Fri Aug 28 00:00:00 CEST 2015,43.93,309.1776842553742
AAPL,Fri Aug 28 00:00:00 CEST 2015,43.93,309.1776842553742
AMZN,Fri Aug 28 00:00:00 CEST 2015,43.93,217.22754524439438
FB,Fri Aug 28 00:00:00 CEST 2015,43.93,243.5535171334379
MSFT,Fri Aug 28 00:00:00 CEST 2015,43.93,77.02894748947372
TWTR,Fri Aug 28 00:00:00 CEST 2015,43.93,54.667023744047604
GOOG,Thu Aug 27 00:00:00 CEST 2015,43.900002,308.949782466495
AAPL,Thu Aug 27 00:00:00 CEST 2015,43.900002,308.949782466495
AMZN,Thu Aug 27 00:00:00 CEST 2015,43.900002,217.03344945128757
FB,Thu Aug 27 00:00:00 CEST 2015,43.900002,243.24058058934162
MSFT,Thu Aug 27 00:00:00 CEST 2015,43.900002,76.94199487664045
TWTR,Thu Aug 27 00:00:00 CEST 2015,43.900002,54.603313556213
GOOG,Wed Aug 26 00:00:00 CEST 2015,42.709999,308.7212504635195
AAPL,Wed Aug 26 00:00:00 CEST 2015,42.709999,308.7212504635195
AMZN,Wed Aug 26 00:00:00 CEST 2015,42.709999,216.8384567774047
FB,Wed Aug 26 00:00:00 CEST 2015,42.709999,242.9267612128325
MSFT,Wed Aug 26 00:00:00 CEST 2015,42.709999,76.85238232198955
TWTR,Wed Aug 26 00:00:00 CEST 2015,42.709999,54.53335288235293
GOOG,Tue Aug 25 00:00:00 CEST 2015,40.470001,308.49118935763306
AAPL,Tue Aug 25 00:00:00 CEST 2015,40.470001,308.49118935763306
AMZN,Tue Aug 25 00:00:00 CEST 2015,40.470001,216.64139705027912
FB,Tue Aug 25 00:00:00 CEST 2015,40.470001,242.61042252499996
MSFT,Tue Aug 25 00:00:00 CEST 2015,40.470001,76.75738915926895
TWTR,Tue Aug 25 00:00:00 CEST 2015,40.470001,54.45111105847952
GOOG,Mon Aug 24 00:00:00 CEST 2015,41.68,308.2625593753215
AAPL,Mon Aug 24 00:00:00 CEST 2015,41.68,308.2625593753215
AMZN,Mon Aug 24 00:00:00 CEST 2015,41.68,216.44612763392837
FB,Mon Aug 24 00:00:00 CEST 2015,41.68,242.29695852730106
MSFT,Mon Aug 24 00:00:00 CEST 2015,41.68,76.6660417916667
TWTR,Mon Aug 24 00:00:00 CEST 2015,41.68,54.37686041279069
GOOG,Fri Aug 21 00:00:00 CEST 2015,43.07,308.0355109511988
AAPL,Fri Aug 21 00:00:00 CEST 2015,43.07,308.0355109511988
AMZN,Fri Aug 21 00:00:00 CEST 2015,43.07,216.25284321070214
FB,Fri Aug 21 00:00:00 CEST 2015,43.07,241.98663616199374
MSFT,Fri Aug 21 00:00:00 CEST 2015,43.07,76.57877934545458
TWTR,Fri Aug 21 00:00:00 CEST 2015,43.07,54.311502838150275
GOOG,Thu Aug 20 00:00:00 CEST 2015,45.66,307.8110665449103
AAPL,Thu Aug 20 00:00:00 CEST 2015,45.66,307.8110665449103
AMZN,Thu Aug 20 00:00:00 CEST 2015,45.66,216.0628734521156
FB,Thu Aug 20 00:00:00 CEST 2015,45.66,241.68130702332812
MSFT,Thu Aug 20 00:00:00 CEST 2015,45.66,76.49867888082905
TWTR,Thu Aug 20 00:00:00 CEST 2015,45.66,54.26178155747125
GOOG,Wed Aug 19 00:00:00 CEST 2015,46.610001,307.58781777094026
AAPL,Wed Aug 19 00:00:00 CEST 2015,46.610001,307.58781777094026
AMZN,Wed Aug 19 00:00:00 CEST 2015,46.610001,215.87438304894306
FB,Wed Aug 19 00:00:00 CEST 2015,46.610001,241.3784012686335
MSFT,Wed Aug 19 00:00:00 CEST 2015,46.610001,76.42144715503879
TWTR,Wed Aug 19 00:00:00 CEST 2015,46.610001,54.21805709714284
GOOG,Tue Aug 18 00:00:00 CEST 2015,47.27,307.3655139128951
AAPL,Tue Aug 18 00:00:00 CEST 2015,47.27,307.3655139128951
AMZN,Tue Aug 18 00:00:00 CEST 2015,47.27,215.68704484555533
FB,Tue Aug 18 00:00:00 CEST 2015,47.27,241.07745801085267
MSFT,Tue Aug 18 00:00:00 CEST 2015,47.27,76.34631455927838
TWTR,Tue Aug 18 00:00:00 CEST 2015,47.27,54.178579499999984
GOOG,Mon Aug 17 00:00:00 CEST 2015,47.32,307.14363207508546
AAPL,Mon Aug 17 00:00:00 CEST 2015,47.32,307.14363207508546
AMZN,Mon Aug 17 00:00:00 CEST 2015,47.32,215.50017798113186
FB,Mon Aug 17 00:00:00 CEST 2015,47.32,240.77752386532504
MSFT,Mon Aug 17 00:00:00 CEST 2015,47.32,76.27169678406173
TWTR,Mon Aug 17 00:00:00 CEST 2015,47.32,54.13983046327682
GOOG,Fri Aug 14 00:00:00 CEST 2015,47.0,306.92185574765574
AAPL,Fri Aug 14 00:00:00 CEST 2015,47.0,306.92185574765574
AMZN,Fri Aug 14 00:00:00 CEST 2015,47.0,215.31337068846986
FB,Fri Aug 14 00:00:00 CEST 2015,47.0,240.47802228284385
MSFT,Fri Aug 14 00:00:00 CEST 2015,47.0,76.19664115128208
TWTR,Fri Aug 14 00:00:00 CEST 2015,47.0,54.09971905617976
GOOG,Thu Aug 13 00:00:00 CEST 2015,46.73,306.700227250426
AAPL,Thu Aug 13 00:00:00 CEST 2015,46.73,306.700227250426
AMZN,Thu Aug 13 00:00:00 CEST 2015,46.73,215.1266781406421
FB,Thu Aug 13 00:00:00 CEST 2015,46.73,240.17902842129627
MSFT,Thu Aug 13 00:00:00 CEST 2015,46.73,76.12127889769823
TWTR,Thu Aug 13 00:00:00 CEST 2015,46.73,54.058547441340764
GOOG,Wed Aug 12 00:00:00 CEST 2015,46.740002,306.478984505532
AAPL,Wed Aug 12 00:00:00 CEST 2015,46.740002,306.478984505532
AMZN,Wed Aug 12 00:00:00 CEST 2015,46.740002,214.9404096935839
FB,Wed Aug 12 00:00:00 CEST 2015,46.740002,239.88097136979968
MSFT,Wed Aug 12 00:00:00 CEST 2015,46.740002,76.04632666071431
TWTR,Wed Aug 12 00:00:00 CEST 2015,46.740002,54.01788885555554
GOOG,Tue Aug 11 00:00:00 CEST 2015,46.41,306.25783740986407
AAPL,Tue Aug 11 00:00:00 CEST 2015,46.41,306.25783740986407
AMZN,Tue Aug 11 00:00:00 CEST 2015,46.41,214.75418824640866
FB,Tue Aug 11 00:00:00 CEST 2015,46.41,239.58332372153845
MSFT,Tue Aug 11 00:00:00 CEST 2015,46.41,75.97091616030536
TWTR,Tue Aug 11 00:00:00 CEST 2015,46.41,53.97585632044197
GOOG,Mon Aug 10 00:00:00 CEST 2015,47.330002,306.0378477451148
AAPL,Mon Aug 10 00:00:00 CEST 2015,47.330002,306.0378477451148
AMZN,Mon Aug 10 00:00:00 CEST 2015,47.330002,214.5693933388519
FB,Mon Aug 10 00:00:00 CEST 2015,47.330002,239.288003718894
MSFT,Mon Aug 10 00:00:00 CEST 2015,47.330002,75.89822348477159
TWTR,Mon Aug 10 00:00:00 CEST 2015,47.330002,53.939340637362626
GOOG,Fri Aug 07 00:00:00 CEST 2015,46.740002,305.81773072835324
AAPL,Fri Aug 07 00:00:00 CEST 2015,46.740002,305.81773072835324
AMZN,Fri Aug 07 00:00:00 CEST 2015,46.740002,214.38435542116852
FB,Fri Aug 07 00:00:00 CEST 2015,46.740002,238.99268469785275
MSFT,Fri Aug 07 00:00:00 CEST 2015,46.740002,75.82440520253166
TWTR,Fri Aug 07 00:00:00 CEST 2015,46.740002,53.89999998907103
GOOG,Thu Aug 06 00:00:00 CEST 2015,46.619999,305.59788532400347
AAPL,Thu Aug 06 00:00:00 CEST 2015,46.619999,305.59788532400347
AMZN,Thu Aug 06 00:00:00 CEST 2015,46.619999,214.19959291409674
FB,Thu Aug 06 00:00:00 CEST 2015,46.619999,238.6980864042879
MSFT,Thu Aug 06 00:00:00 CEST 2015,46.619999,75.75065670202022
TWTR,Thu Aug 06 00:00:00 CEST 2015,46.619999,53.860434766304344
GOOG,Wed Aug 05 00:00:00 CEST 2015,47.580002,305.3792261008475
AAPL,Wed Aug 05 00:00:00 CEST 2015,47.580002,305.3792261008475
AMZN,Wed Aug 05 00:00:00 CEST 2015,47.580002,214.01629303410323
FB,Wed Aug 05 00:00:00 CEST 2015,47.580002,238.40585691743118
MSFT,Wed Aug 05 00:00:00 CEST 2015,47.580002,75.67969787405542
TWTR,Wed Aug 05 00:00:00 CEST 2015,47.580002,53.826486481081076
GOOG,Tue Aug 04 00:00:00 CEST 2015,47.540001,305.1609033022862
AAPL,Tue Aug 04 00:00:00 CEST 2015,47.540001,305.1609033022862
AMZN,Tue Aug 04 00:00:00 CEST 2015,47.540001,213.83335205384594
FB,Tue Aug 04 00:00:00 CEST 2015,47.540001,238.1144586641221
MSFT,Tue Aug 04 00:00:00 CEST 2015,47.540001,75.60899511809046
TWTR,Tue Aug 04 00:00:00 CEST 2015,47.540001,53.792688172043
GOOG,Mon Aug 03 00:00:00 CEST 2015,46.810001,304.942332318951
AAPL,Mon Aug 03 00:00:00 CEST 2015,46.810001,304.942332318951
AMZN,Mon Aug 03 00:00:00 CEST 2015,46.810001,213.65001138309532
