StockSymbol,Date,Closing,Avg50Days,Avg250Days,Result
AMZN,Mon Apr 18 00:00:00 CEST 2016,635.349976,428.7408013200008,542.3670412559868,238.99463731599442
MSFT,Mon Apr 18 00:00:00 CEST 2016,56.459999,46.70700009999818,49.566760035997824,227.5277977999915
AAPL,Mon Apr 18 00:00:00 CEST 2016,107.480003,128.38299924000418,114.05639978800163,224.66803786399186
FB,Mon Apr 18 00:00:00 CEST 2016,110.449997,81.55900053999763,96.85820017600138,125.36839738000842
GOOG,Mon Apr 18 00:00:00 CEST 2016,766.609985,535.953451980017,656.8040895640225,120.85063758400554
TWTR,Mon Apr 18 00:00:00 CEST 2016,17.309999,37.79919974000129,27.017759900000414,110.06919774400467
