MSFT,date,closing,avg
MSFT,Mon Jan 25 00:00:00 CET 2016,17.02,192.01190476750708
MSFT,Thu May 14 00:00:00 CEST 2015,128.949997,191.83575418715094
MSFT,Tue Dec 08 00:00:00 CET 2015,106.489998,191.5980222757661
MSFT,Thu Dec 31 00:00:00 CET 2015,55.48,191.21991665833343
MSFT,Thu Aug 06 00:00:00 CEST 2015,529.460022,192.15686985872586
MSFT,Fri Jan 22 00:00:00 CET 2016,17.84,191.67533154419897
MSFT,Wed May 13 00:00:00 CEST 2015,126.010002,191.4944353195593
MSFT,Mon Dec 07 00:00:00 CET 2015,105.610001,191.2584890714286
MSFT,Wed Dec 30 00:00:00 CET 2015,56.310001,190.88876718630144
MSFT,Wed Aug 05 00:00:00 CEST 2015,537.01001,191.83445364207657
MSFT,Thu Jan 21 00:00:00 CET 2016,17.83,191.36032706539515
MSFT,Tue May 12 00:00:00 CEST 2015,125.870003,191.18236422826095
MSFT,Fri Dec 04 00:00:00 CET 2015,106.18,190.95200551761522
MSFT,Tue Dec 29 00:00:00 CET 2015,56.549999,190.5887568513514
MSFT,Tue Aug 04 00:00:00 CEST 2015,531.900024,191.5087333126685
MSFT,Wed Jan 20 00:00:00 CET 2016,17.379999,191.04064531720434
MSFT,Mon May 11 00:00:00 CEST 2015,126.32,190.86713152278827
MSFT,Thu Dec 03 00:00:00 CET 2015,104.379997,190.63588250000004
MSFT,Mon Dec 28 00:00:00 CET 2015,55.950001,190.27672014933339
MSFT,Mon Aug 03 00:00:00 CEST 2015,535.030029,191.19361724734048
MSFT,Tue Jan 19 00:00:00 CET 2016,16.690001,190.73074293368705
MSFT,Fri May 08 00:00:00 CEST 2015,127.620003,190.56378330423286
MSFT,Wed Dec 02 00:00:00 CET 2015,106.07,190.34084456200534
MSFT,Thu Dec 24 00:00:00 CET 2015,55.669998,189.98644759736848
MSFT,Fri Jul 31 00:00:00 CEST 2015,536.150024,190.89501341469824
MSFT,Fri Jan 15 00:00:00 CET 2016,17.940001,190.4422516020943
MSFT,Thu May 07 00:00:00 CEST 2015,125.260002,190.27206296083557
MSFT,Tue Dec 01 00:00:00 CET 2015,107.120003,190.0555211380209
MSFT,Wed Dec 23 00:00:00 CET 2015,55.82,189.70685744675333
MSFT,Thu Jul 30 00:00:00 CEST 2015,536.76001,190.60595887823843
MSFT,Thu Jan 14 00:00:00 CET 2016,19.0,190.16253262790704
MSFT,Wed May 06 00:00:00 CEST 2015,125.010002,189.99461373453616
MSFT,Mon Nov 30 00:00:00 CET 2015,104.239998,189.7741648508998
MSFT,Tue Dec 22 00:00:00 CET 2015,55.349998,189.42948750000008
MSFT,Wed Jul 29 00:00:00 CEST 2015,529.0,190.29795428388755
MSFT,Wed Jan 13 00:00:00 CET 2016,18.68,189.8601533801021
MSFT,Tue May 05 00:00:00 CEST 2015,125.800003,189.69715045292628
MSFT,Fri Nov 27 00:00:00 CET 2015,105.449997,189.4833251903554
MSFT,Mon Dec 21 00:00:00 CET 2015,54.830002,189.1424307012659
MSFT,Tue Jul 28 00:00:00 CEST 2015,526.030029,189.99315695959604
MSFT,Tue Jan 12 00:00:00 CET 2016,19.620001,189.56400543324946
MSFT,Mon May 04 00:00:00 CEST 2015,128.699997,189.41108078894482
MSFT,Wed Nov 25 00:00:00 CET 2015,105.410004,189.2005517744362
MSFT,Fri Dec 18 00:00:00 CET 2015,54.130001,188.8628753975001
MSFT,Mon Jul 27 00:00:00 CEST 2015,531.409973,189.71710756109735
MSFT,Mon Jan 11 00:00:00 CET 2016,19.65,189.29405505472647
MSFT,Fri May 01 00:00:00 CEST 2015,128.949997,189.14431793796535
MSFT,Tue Nov 24 00:00:00 CET 2015,105.739998,188.93787160148526
MSFT,Thu Dec 17 00:00:00 CET 2015,55.700001,188.6088892049384
MSFT,Fri Jul 24 00:00:00 CEST 2015,529.419983,189.44832539655184
MSFT,Fri Jan 08 00:00:00 CET 2016,19.98,189.0319413046684
MSFT,Thu Apr 30 00:00:00 CEST 2015,125.150002,188.8753679240197
MSFT,Mon Nov 23 00:00:00 CET 2015,106.949997,188.67506139364315
MSFT,Wed Dec 16 00:00:00 CET 2015,56.130001,188.35178075853668
MSFT,Thu Jul 23 00:00:00 CEST 2015,482.179993,189.06669125060836
MSFT,Thu Jan 07 00:00:00 CET 2016,20.26,188.65696627184474
MSFT,Wed Apr 29 00:00:00 CEST 2015,128.639999,188.51164673849888
MSFT,Fri Nov 20 00:00:00 CET 2015,107.32,188.31553164975855
MSFT,Tue Dec 15 00:00:00 CET 2015,55.200001,187.99477133493988
MSFT,Wed Jul 22 00:00:00 CEST 2015,488.269989,188.71658676201935
MSFT,Wed Jan 06 00:00:00 CET 2016,21.389999,188.3153239616308
MSFT,Tue Apr 28 00:00:00 CEST 2015,130.559998,188.17715332535897
MSFT,Thu Nov 19 00:00:00 CET 2015,106.260002,187.98164699761347
MSFT,Mon Dec 14 00:00:00 CET 2015,55.139999,187.66535735952394
MSFT,Tue Jul 21 00:00:00 CEST 2015,488.0,188.3787413087887
MSFT,Tue Jan 05 00:00:00 CET 2016,21.92,187.984289315166
MSFT,Mon Apr 27 00:00:00 CEST 2015,132.649994,187.85347537825072
MSFT,Wed Nov 18 00:00:00 CET 2015,107.769997,187.66459925000012
MSFT,Fri Dec 11 00:00:00 CET 2015,54.060001,187.3502354894119
MSFT,Mon Jul 20 00:00:00 CEST 2015,488.100006,188.0562208661973
MSFT,Mon Jan 04 00:00:00 CET 2016,22.559999,187.66864189227178
MSFT,Fri Apr 24 00:00:00 CEST 2015,130.279999,187.5345562780375
MSFT,Tue Nov 17 00:00:00 CET 2015,105.129997,187.34247105827518
MSFT,Thu Dec 10 00:00:00 CET 2015,55.27,187.03532577674432
MSFT,Fri Jul 17 00:00:00 CEST 2015,483.01001,187.72204198143865
MSFT,Thu Dec 31 00:00:00 CET 2015,23.139999,187.34106503009275
MSFT,Thu Apr 23 00:00:00 CEST 2015,129.669998,187.2078754988454
MSFT,Mon Nov 16 00:00:00 CET 2015,104.040001,187.01624445161306
MSFT,Wed Dec 09 00:00:00 CET 2015,54.98,186.71271285517255
MSFT,Thu Jul 16 00:00:00 CEST 2015,475.480011,187.3750231720185
MSFT,Wed Dec 30 00:00:00 CET 2015,22.23,186.9971169405036
MSFT,Wed Apr 22 00:00:00 CEST 2015,128.619995,186.8638358401828
MSFT,Fri Nov 13 00:00:00 CET 2015,103.949997,186.67496604783614
MSFT,Tue Dec 08 00:00:00 CET 2015,55.790001,186.37750021818198
MSFT,Wed Jul 15 00:00:00 CEST 2015,461.190002,187.00065781859428
MSFT,Tue Dec 29 00:00:00 CET 2015,22.469999,186.6284165090499
MSFT,Tue Apr 21 00:00:00 CEST 2015,126.910004,186.49361196614012
MSFT,Thu Nov 12 00:00:00 CET 2015,108.019997,186.31686959009025
MSFT,Mon Dec 07 00:00:00 CET 2015,55.810001,186.02359572809004
MSFT,Tue Jul 14 00:00:00 CEST 2015,465.570007,186.6503814035876
MSFT,Mon Dec 28 00:00:00 CET 2015,22.530001,186.28322171588385
MSFT,Mon Apr 20 00:00:00 CEST 2015,127.599998,186.15223237723234
MSFT,Wed Nov 11 00:00:00 CET 2015,109.010002,185.98042340089106
MSFT,Fri Dec 04 00:00:00 CET 2015,55.91,185.69137801555573
MSFT,Mon Jul 13 00:00:00 CEST 2015,455.570007,186.2897785232818
MSFT,Thu Dec 24 00:00:00 CET 2015,22.969999,185.9284515774338
MSFT,Fri Apr 17 00:00:00 CEST 2015,124.75,185.7933998079472
MSFT,Tue Nov 10 00:00:00 CET 2015,107.910004,185.62185047797374
MSFT,Thu Dec 03 00:00:00 CET 2015,54.200001,185.33301124835185
MSFT,Fri Jul 10 00:00:00 CEST 2015,443.51001,185.89918887719318
MSFT,Wed Dec 23 00:00:00 CET 2015,22.67,185.54201340919056
MSFT,Thu Apr 16 00:00:00 CEST 2015,126.169998,185.4123801877731
MSFT,Mon Nov 09 00:00:00 CET 2015,106.489998,185.2404360000002
MSFT,Wed Dec 02 00:00:00 CET 2015,55.209999,184.95776113695672
MSFT,Thu Jul 09 00:00:00 CEST 2015,434.390015,185.49882893275506
MSFT,Tue Dec 22 00:00:00 CET 2015,22.559999,185.14614748268417
MSFT,Wed Apr 15 00:00:00 CEST 2015,126.779999,185.02008668682527
MSFT,Fri Nov 06 00:00:00 CET 2015,107.099998,184.8521554612071
MSFT,Tue Dec 01 00:00:00 CET 2015,55.220001,184.5733766344088
MSFT,Wed Jul 08 00:00:00 CEST 2015,429.700012,185.09939945708174
MSFT,Mon Dec 21 00:00:00 CET 2015,22.139999,184.7504499914349
MSFT,Tue Apr 14 00:00:00 CEST 2015,126.300003,184.62555587393183
MSFT,Thu Nov 05 00:00:00 CET 2015,108.760002,184.46379563113027
MSFT,Mon Nov 30 00:00:00 CET 2015,54.349998,184.18695776382998
MSFT,Tue Jul 07 00:00:00 CEST 2015,436.720001,184.7231213375798
MSFT,Fri Dec 18 00:00:00 CET 2015,22.99,184.38046641949174
MSFT,Mon Apr 13 00:00:00 CEST 2015,126.849998,184.25883752219895
MSFT,Wed Nov 04 00:00:00 CET 2015,103.940002,184.08938850210993
MSFT,Fri Nov 27 00:00:00 CET 2015,53.93,183.81536873684232
MSFT,Mon Jul 06 00:00:00 CEST 2015,436.040009,184.34525243487417
MSFT,Thu Dec 17 00:00:00 CET 2015,23.309999,184.00765232285138
MSFT,Fri Apr 10 00:00:00 CEST 2015,127.099998,183.8885986527199
MSFT,Tue Nov 03 00:00:00 CET 2015,102.580002,183.71885210438438
MSFT,Wed Nov 25 00:00:00 CET 2015,53.689999,183.4479586604169
MSFT,Thu Jul 02 00:00:00 CEST 2015,437.709991,183.97656995426217
MSFT,Wed Dec 16 00:00:00 CET 2015,24.299999,183.645290761411
MSFT,Thu Apr 09 00:00:00 CEST 2015,126.559998,183.5271017494826
MSFT,Mon Nov 02 00:00:00 CET 2015,103.309998,183.36136393181837
MSFT,Tue Nov 24 00:00:00 CET 2015,54.25,183.0951549340208
MSFT,Wed Jul 01 00:00:00 CEST 2015,437.390015,183.61839538683145
MSFT,Tue Dec 15 00:00:00 CET 2015,23.950001,183.2905342073924
MSFT,Wed Apr 08 00:00:00 CEST 2015,125.599998,183.172315895492
MSFT,Fri Oct 30 00:00:00 CET 2015,101.970001,183.00625799182023
MSFT,Mon Nov 23 00:00:00 CET 2015,54.189999,182.74336766734712
MSFT,Tue Jun 30 00:00:00 CEST 2015,434.089996,183.25527526069263
MSFT,Mon Dec 14 00:00:00 CET 2015,24.92,182.9334555955286
MSFT,Tue Apr 07 00:00:00 CEST 2015,126.010002,182.81799220081152
MSFT,Thu Oct 29 00:00:00 CET 2015,104.879997,182.66022297975724
MSFT,Fri Nov 20 00:00:00 CET 2015,54.189999,182.4006871737375
MSFT,Mon Jun 29 00:00:00 CEST 2015,429.859985,182.89959704838725
MSFT,Fri Dec 11 00:00:00 CET 2015,24.84,182.58156969014098
MSFT,Wed Oct 28 00:00:00 CET 2015,104.199997,182.42417697389573
MSFT,Thu Nov 19 00:00:00 CET 2015,53.939999,182.16669365130275
MSFT,Fri Jun 26 00:00:00 CEST 2015,438.100006,182.67856027600013
MSFT,Thu Dec 10 00:00:00 CET 2015,25.91,182.36564897804405
MSFT,Tue Oct 27 00:00:00 CET 2015,103.699997,182.208944492032
MSFT,Wed Nov 18 00:00:00 CET 2015,53.849998,181.95375771968205
MSFT,Thu Jun 25 00:00:00 CEST 2015,440.100006,182.46595265674617
MSFT,Wed Dec 09 00:00:00 CET 2015,24.309999,182.1527725504952
MSFT,Mon Oct 26 00:00:00 CET 2015,103.769997,181.99786587944678
MSFT,Tue Nov 17 00:00:00 CET 2015,52.970001,181.74337304930978
MSFT,Wed Jun 24 00:00:00 CEST 2015,440.839996,182.25340577165366
MSFT,Tue Dec 08 00:00:00 CET 2015,24.99,181.9444403379176
MSFT,Fri Oct 23 00:00:00 CEST 2015,102.190002,181.78805908627464
MSFT,Mon Nov 16 00:00:00 CET 2015,53.77,181.5375345088064
MSFT,Tue Jun 23 00:00:00 CEST 2015,445.98999,182.05404321093764
MSFT,Mon Dec 07 00:00:00 CET 2015,24.459999,181.74684234502936
MSFT,Thu Oct 22 00:00:00 CEST 2015,99.669998,181.58715976848262
MSFT,Fri Nov 13 00:00:00 CET 2015,52.84,181.33716528349527
MSFT,Mon Jun 22 00:00:00 CEST 2015,436.290009,181.8312599418606
MSFT,Fri Dec 04 00:00:00 CET 2015,25.02,181.52794996131541
MSFT,Wed Oct 21 00:00:00 CEST 2015,97.110001,181.36498094787657
MSFT,Thu Nov 12 00:00:00 CET 2015,53.32,181.11826614836238
MSFT,Fri Jun 19 00:00:00 CEST 2015,434.920013,181.60634643076935
MSFT,Thu Dec 03 00:00:00 CET 2015,25.9,181.3074858809982
MSFT,Tue Oct 20 00:00:00 CEST 2015,97.0,181.14597728735643
MSFT,Wed Nov 11 00:00:00 CET 2015,53.650002,180.90219913193127
MSFT,Thu Jun 18 00:00:00 CEST 2015,439.390015,181.39549649045813
MSFT,Wed Dec 02 00:00:00 CET 2015,25.4,181.09836221142865
MSFT,Mon Oct 19 00:00:00 CEST 2015,98.470001,180.94127407224343
MSFT,Tue Nov 10 00:00:00 CET 2015,53.509998,180.69946899430747
MSFT,Wed Jun 17 00:00:00 CEST 2015,427.809998,181.16748135984855
MSFT,Tue Dec 01 00:00:00 CET 2015,25.530001,180.87327062192824
MSFT,Fri Oct 16 00:00:00 CEST 2015,97.540001,180.71603803773593
MSFT,Mon Nov 09 00:00:00 CET 2015,54.16,180.47770274952927
MSFT,Tue Jun 16 00:00:00 CEST 2015,427.26001,180.94157926691736
MSFT,Mon Nov 30 00:00:00 CET 2015,25.4,180.6497564165104
MSFT,Thu Oct 15 00:00:00 CEST 2015,95.959999,180.4911613651686
MSFT,Fri Nov 06 00:00:00 CET 2015,54.919998,180.25644891028043
MSFT,Mon Jun 15 00:00:00 CEST 2015,423.670013,180.7105786940299
MSFT,Fri Nov 27 00:00:00 CET 2015,25.75,180.42201150837994
MSFT,Wed Oct 14 00:00:00 CEST 2015,94.07,180.26150591078073
MSFT,Thu Nov 05 00:00:00 CET 2015,54.380001,180.0279595194806
MSFT,Fri Jun 12 00:00:00 CEST 2015,429.920013,180.49072258148152
MSFT,Wed Nov 25 00:00:00 CET 2015,26.059999,180.20526837892797
MSFT,Tue Oct 13 00:00:00 CEST 2015,94.120003,180.04643947601483
MSFT,Wed Nov 04 00:00:00 CET 2015,54.400002,179.8150464051566
MSFT,Thu Jun 11 00:00:00 CEST 2015,432.970001,180.28040477757358
MSFT,Tue Nov 24 00:00:00 CET 2015,25.52,179.99644073211013
MSFT,Mon Oct 12 00:00:00 CEST 2015,94.260002,179.83941428754582
MSFT,Tue Nov 03 00:00:00 CET 2015,54.150002,179.60963474040224
MSFT,Wed Jun 10 00:00:00 CEST 2015,430.769989,180.06795655474454
MSFT,Mon Nov 23 00:00:00 CET 2015,25.200001,179.78586556102007
MSFT,Fri Oct 09 00:00:00 CEST 2015,93.239998,179.62850943818185
MSFT,Mon Nov 02 00:00:00 CET 2015,53.240002,179.3991292068966
MSFT,Tue Jun 09 00:00:00 CEST 2015,425.480011,179.84492790579716
MSFT,Fri Nov 20 00:00:00 CET 2015,26.27,179.5672155587704
MSFT,Thu Oct 08 00:00:00 CEST 2015,92.470001,179.41000037003616
MSFT,Fri Oct 30 00:00:00 CET 2015,52.639999,179.18158595315322
MSFT,Mon Jun 08 00:00:00 CEST 2015,423.5,179.62100756115115
MSFT,Thu Nov 19 00:00:00 CET 2015,26.32,179.3457813357272
MSFT,Wed Oct 07 00:00:00 CEST 2015,92.400002,179.1899645268818
MSFT,Thu Oct 29 00:00:00 CET 2015,53.360001,178.96486620214677
MSFT,Fri Jun 05 00:00:00 CEST 2015,426.950012,179.40769681964292
MSFT,Wed Nov 18 00:00:00 CET 2015,25.9,179.13406456149738
MSFT,Tue Oct 06 00:00:00 CEST 2015,92.800003,178.9804452348755
MSFT,Wed Oct 28 00:00:00 CET 2015,53.98,178.7584195772647
MSFT,Thu Jun 04 00:00:00 CEST 2015,430.779999,179.20526634929084
MSFT,Tue Nov 17 00:00:00 CET 2015,25.23,178.93274375398235
MSFT,Mon Oct 05 00:00:00 CEST 2015,94.010002,178.782703574205
MSFT,Tue Oct 27 00:00:00 CET 2015,53.689999,178.56208152028222
MSFT,Wed Jun 03 00:00:00 CEST 2015,436.589996,179.01635601760566
MSFT,Mon Nov 16 00:00:00 CET 2015,25.41,178.74639757117754
MSFT,Fri Oct 02 00:00:00 CEST 2015,92.07,178.5943337157895
MSFT,Mon Oct 26 00:00:00 CET 2015,54.25,178.37656780735554
MSFT,Tue Jun 02 00:00:00 CEST 2015,430.98999,178.8181996643357
MSFT,Fri Nov 13 00:00:00 CET 2015,25.18,178.5500701710297
MSFT,Thu Oct 01 00:00:00 CEST 2015,90.949997,178.39745680313592
MSFT,Fri Oct 23 00:00:00 CEST 2015,52.869999,178.1791481808696
MSFT,Mon Jun 01 00:00:00 CEST 2015,430.920013,178.6179344045139
MSFT,Thu Nov 12 00:00:00 CET 2015,26.129999,178.353657220104
MSFT,Wed Sep 30 00:00:00 CEST 2015,89.900002,178.2006232145329
MSFT,Thu Oct 22 00:00:00 CEST 2015,48.029999,177.97580348359241
MSFT,Fri May 29 00:00:00 CEST 2015,429.230011,178.4090003931035
MSFT,Wed Nov 11 00:00:00 CET 2015,26.5,178.1475391187608
MSFT,Tue Sep 29 00:00:00 CEST 2015,86.669998,177.99036121305846
MSFT,Wed Oct 21 00:00:00 CEST 2015,47.200001,177.7660209725558
MSFT,Thu May 28 00:00:00 CEST 2015,426.570007,178.1920551952055
MSFT,Tue Nov 10 00:00:00 CET 2015,27.049999,177.93369270598293
MSFT,Mon Sep 28 00:00:00 CEST 2015,89.209999,177.78228708532427
MSFT,Tue Oct 20 00:00:00 CEST 2015,47.77,177.56080107666102
MSFT,Wed May 27 00:00:00 CEST 2015,431.420013,177.99253443027214
MSFT,Mon Nov 09 00:00:00 CET 2015,27.09,177.73633318336167
MSFT,Fri Sep 25 00:00:00 CEST 2015,92.769997,177.5923224440678
MSFT,Mon Oct 19 00:00:00 CEST 2015,47.619999,177.37240311505926
MSFT,Tue May 26 00:00:00 CEST 2015,425.470001,177.79148689527028
MSFT,Fri Nov 06 00:00:00 CET 2015,28.280001,177.5393596003373
MSFT,Thu Sep 24 00:00:00 CEST 2015,94.410004,177.39941119023572
MSFT,Fri Oct 16 00:00:00 CEST 2015,47.509998,177.1811096554622
MSFT,Fri May 22 00:00:00 CEST 2015,427.630005,177.6013259228188
MSFT,Thu Nov 05 00:00:00 CET 2015,28.66,177.35184296482416
MSFT,Wed Sep 23 00:00:00 CEST 2015,93.970001,177.2124084464883
MSFT,Thu Oct 15 00:00:00 CEST 2015,47.009998,176.99504215191988
MSFT,Thu May 21 00:00:00 CEST 2015,431.630005,177.41943375666668
MSFT,Wed Nov 04 00:00:00 CET 2015,29.360001,177.17307862728785
MSFT,Tue Sep 22 00:00:00 CEST 2015,92.959999,177.03318979069766
MSFT,Wed Oct 14 00:00:00 CEST 2015,46.68,176.8170153466003
MSFT,Wed May 20 00:00:00 CEST 2015,423.859985,177.22602688576157
MSFT,Tue Nov 03 00:00:00 CET 2015,29.129999,176.9812400628099
MSFT,Mon Sep 21 00:00:00 CEST 2015,95.550003,176.8468650841584
MSFT,Tue Oct 13 00:00:00 CEST 2015,46.889999,176.63276810543655
MSFT,Tue May 19 00:00:00 CEST 2015,421.709991,177.03585564309208
MSFT,Mon Nov 02 00:00:00 CET 2015,29.200001,176.79310382922822
MSFT,Fri Sep 18 00:00:00 CEST 2015,94.400002,176.6580331704918
MSFT,Mon Oct 12 00:00:00 CEST 2015,47.0,176.4458268968903
MSFT,Mon May 18 00:00:00 CEST 2015,425.23999,176.85235330718953
MSFT,Fri Oct 30 00:00:00 CET 2015,28.459999,176.6102776884176
MSFT,Thu Sep 17 00:00:00 CEST 2015,94.339996,176.47628700162863
MSFT,Fri Oct 09 00:00:00 CEST 2015,47.110001,176.26593531707314
MSFT,Fri May 15 00:00:00 CEST 2015,426.0,176.67134775974023
MSFT,Thu Oct 29 00:00:00 CET 2015,29.059999,176.4321073241491
MSFT,Wed Sep 16 00:00:00 CEST 2015,93.449997,176.2978320647249
MSFT,Thu Oct 08 00:00:00 CEST 2015,47.450001,176.08967724878835
MSFT,Thu May 14 00:00:00 CEST 2015,432.279999,176.5028874451613
MSFT,Wed Oct 28 00:00:00 CET 2015,30.870001,176.26837394041868
MSFT,Tue Sep 15 00:00:00 CEST 2015,92.900002,176.1343411881029
MSFT,Wed Oct 07 00:00:00 CEST 2015,46.799999,175.92674192295343
MSFT,Wed May 13 00:00:00 CEST 2015,426.869995,176.32889457211536
MSFT,Tue Oct 27 00:00:00 CET 2015,31.34,176.09691234079997
MSFT,Mon Sep 14 00:00:00 CEST 2015,92.309998,175.96306742971242
MSFT,Tue Oct 06 00:00:00 CEST 2015,46.75,175.75698598245611
MSFT,Tue May 12 00:00:00 CEST 2015,431.019989,176.16345573248404
MSFT,Mon Oct 26 00:00:00 CET 2015,30.889999,175.93249634181237
MSFT,Fri Sep 11 00:00:00 CEST 2015,92.050003,175.7993495269841
MSFT,Mon Oct 05 00:00:00 CEST 2015,46.630001,175.5946437448494
MSFT,Mon May 11 00:00:00 CEST 2015,432.850006,176.00169336867083
MSFT,Fri Oct 23 00:00:00 CEST 2015,30.280001,175.77148532385462
MSFT,Thu Sep 10 00:00:00 CEST 2015,91.980003,175.63932210252364
MSFT,Fri Oct 02 00:00:00 CEST 2015,45.57,175.43448852440943
MSFT,Fri May 08 00:00:00 CEST 2015,433.690002,175.8405506525157
MSFT,Thu Oct 22 00:00:00 CEST 2015,29.15,175.61026721350075
MSFT,Wed Sep 09 00:00:00 CEST 2015,90.440002,175.47677149999998
MSFT,Thu Oct 01 00:00:00 CEST 2015,44.610001,175.27197217214393
MSFT,Thu May 07 00:00:00 CEST 2015,426.880005,175.66510972343747
MSFT,Wed Oct 21 00:00:00 CEST 2015,29.299999,175.43677101716065
MSFT,Tue Sep 08 00:00:00 CEST 2015,89.529999,175.30295984579436
MSFT,Wed Sep 30 00:00:00 CEST 2015,44.259998,175.09916052721613
MSFT,Wed May 06 00:00:00 CEST 2015,419.100006,175.4780438276397
MSFT,Tue Oct 20 00:00:00 CEST 2015,30.91,175.25390732558134
MSFT,Fri Sep 04 00:00:00 CEST 2015,88.260002,175.11924183746126
MSFT,Tue Sep 29 00:00:00 CEST 2015,43.439999,174.91571905100457
MSFT,Tue May 05 00:00:00 CEST 2015,421.190002,175.29577195679008
MSFT,Mon Oct 19 00:00:00 CEST 2015,30.91,175.07329773189517
MSFT,Thu Sep 03 00:00:00 CEST 2015,88.150002,174.93956958461533
MSFT,Mon Sep 28 00:00:00 CEST 2015,43.290001,174.73734290476185
MSFT,Mon May 04 00:00:00 CEST 2015,423.040009,175.1181752147239
MSFT,Fri Oct 16 00:00:00 CEST 2015,31.15,174.8977032771822
MSFT,Wed Sep 02 00:00:00 CEST 2015,89.889999,174.7677220779816
MSFT,Fri Sep 25 00:00:00 CEST 2015,43.939999,174.56798509618315
MSFT,Fri May 01 00:00:00 CEST 2015,422.869995,174.9464942576219
MSFT,Thu Oct 15 00:00:00 CEST 2015,29.709999,174.72543414307452
MSFT,Tue Sep 01 00:00:00 CEST 2015,87.230003,174.59246236322184
MSFT,Thu Sep 24 00:00:00 CEST 2015,43.91,174.39415817147187
MSFT,Thu Apr 30 00:00:00 CEST 2015,421.779999,174.76898520303027
MSFT,Wed Oct 14 00:00:00 CEST 2015,29.379999,174.54903212254158
MSFT,Mon Aug 31 00:00:00 CEST 2015,89.43,174.42045352416915
MSFT,Wed Sep 23 00:00:00 CEST 2015,43.869999,174.22354484464552
MSFT,Wed Apr 29 00:00:00 CEST 2015,429.369995,174.6078015466867
MSFT,Tue Oct 13 00:00:00 CEST 2015,29.059999,174.38893267067667
MSFT,Fri Aug 28 00:00:00 CEST 2015,91.010002,174.26373908108104
MSFT,Tue Sep 22 00:00:00 CEST 2015,43.900002,174.06829119940025
MSFT,Tue Apr 28 00:00:00 CEST 2015,429.309998,174.4503895628742
MSFT,Mon Oct 12 00:00:00 CEST 2015,28.75,174.2326012376681
MSFT,Thu Aug 27 00:00:00 CEST 2015,89.730003,174.10647795671636
MSFT,Mon Sep 21 00:00:00 CEST 2015,44.110001,173.9127425216095
MSFT,Mon Apr 27 00:00:00 CEST 2015,438.559998,174.30656284226183
MSFT,Fri Oct 09 00:00:00 CEST 2015,30.85,174.09340301634467
MSFT,Wed Aug 26 00:00:00 CEST 2015,87.190002,173.96446621958452
MSFT,Fri Sep 18 00:00:00 CEST 2015,43.48,173.7711558992592
MSFT,Fri Apr 24 00:00:00 CEST 2015,445.100006,174.17252993786977
MSFT,Thu Oct 08 00:00:00 CEST 2015,30.32,173.96004466469714
MSFT,Tue Aug 25 00:00:00 CEST 2015,83.0,173.8258853067846
MSFT,Thu Sep 17 00:00:00 CEST 2015,44.25,173.63505189690716
MSFT,Thu Apr 23 00:00:00 CEST 2015,389.98999,173.95322092352936
MSFT,Wed Oct 07 00:00:00 CEST 2015,29.83,173.7415862378854
MSFT,Mon Aug 24 00:00:00 CEST 2015,82.089996,173.60719974193543
MSFT,Wed Sep 16 00:00:00 CEST 2015,44.299999,173.41787733967783
MSFT,Wed Apr 22 00:00:00 CEST 2015,389.799988,173.7342254546783
MSFT,Tue Oct 06 00:00:00 CEST 2015,27.620001,173.5209200175182
MSFT,Fri Aug 21 00:00:00 CEST 2015,86.059998,173.39342596209906
MSFT,Tue Sep 15 00:00:00 CEST 2015,43.98,173.20505125181944
MSFT,Tue Apr 21 00:00:00 CEST 2015,391.179993,173.52187529505807
MSFT,Mon Oct 05 00:00:00 CEST 2015,28.15,173.31088563570384
MSFT,Thu Aug 20 00:00:00 CEST 2015,90.559998,173.19095681304339
MSFT,Mon Sep 14 00:00:00 CEST 2015,43.040001,173.0026052127351
MSFT,Mon Apr 20 00:00:00 CEST 2015,389.51001,173.315477184971
MSFT,Fri Oct 02 00:00:00 CEST 2015,26.309999,173.10334806782097
MSFT,Wed Aug 19 00:00:00 CEST 2015,95.309998,172.99125390345813
MSFT,Fri Sep 11 00:00:00 CEST 2015,43.48,172.80490677553948
MSFT,Fri Apr 17 00:00:00 CEST 2015,375.559998,173.0962215617815
MSFT,Thu Oct 01 00:00:00 CEST 2015,24.68,172.88328580631267
MSFT,Tue Aug 18 00:00:00 CEST 2015,95.169998,172.77194871776493
MSFT,Thu Sep 10 00:00:00 CEST 2015,43.290001,172.58670987982822
MSFT,Thu Apr 16 00:00:00 CEST 2015,386.040009,172.89164316428563
MSFT,Wed Sep 30 00:00:00 CEST 2015,26.940001,172.68343825392287
MSFT,Mon Aug 17 00:00:00 CEST 2015,93.93,172.57125386894575
MSFT,Wed Sep 09 00:00:00 CEST 2015,43.07,172.3870415590326
MSFT,Wed Apr 15 00:00:00 CEST 2015,383.450012,172.68684691477262
MSFT,Tue Sep 29 00:00:00 CEST 2015,25.59,172.47819890496442
MSFT,Fri Aug 14 00:00:00 CEST 2015,94.419998,172.3676348810197
MSFT,Tue Sep 08 00:00:00 CEST 2015,43.889999,172.18591262376228
MSFT,Tue Apr 14 00:00:00 CEST 2015,385.109985,172.48665283898296
MSFT,Mon Sep 28 00:00:00 CEST 2015,25.26,172.27899888575448
MSFT,Thu Aug 13 00:00:00 CEST 2015,93.43,172.16794395774636
MSFT,Fri Sep 04 00:00:00 CEST 2015,42.610001,171.98572462869186
MSFT,Mon Apr 13 00:00:00 CEST 2015,382.359985,172.2811940955055
