FB,date,closing,avg
FB,Tue May 19 00:00:00 CEST 2015,421.709991,547.2644573168313
GOOG,Mon May 18 00:00:00 CEST 2015,425.23999,432.65118894787366
AAPL,Mon May 18 00:00:00 CEST 2015,425.23999,432.65118894787366
AMZN,Mon May 18 00:00:00 CEST 2015,425.23999,326.6289089781659
FB,Mon May 18 00:00:00 CEST 2015,425.23999,546.6633515665021
GOOG,Fri May 15 00:00:00 CEST 2015,426.0,432.64207773013686
AAPL,Fri May 15 00:00:00 CEST 2015,426.0,432.64207773013686
AMZN,Fri May 15 00:00:00 CEST 2015,426.0,326.8454037298474
FB,Fri May 15 00:00:00 CEST 2015,426.0,546.0718645490192
GOOG,Thu May 14 00:00:00 CEST 2015,432.279999,432.6415824103966
AAPL,Thu May 14 00:00:00 CEST 2015,432.279999,432.6415824103966
AMZN,Thu May 14 00:00:00 CEST 2015,432.279999,327.07460937173903
FB,Thu May 14 00:00:00 CEST 2015,432.279999,545.5167822780485
GOOG,Wed May 13 00:00:00 CEST 2015,426.869995,432.633697728142
AAPL,Wed May 13 00:00:00 CEST 2015,426.869995,432.633697728142
AMZN,Wed May 13 00:00:00 CEST 2015,426.869995,327.2910852624728
FB,Wed May 13 00:00:00 CEST 2015,426.869995,544.9408269999997
GOOG,Tue May 12 00:00:00 CEST 2015,431.019989,432.63149621555243
AAPL,Tue May 12 00:00:00 CEST 2015,431.019989,432.63149621555243
AMZN,Tue May 12 00:00:00 CEST 2015,431.019989,327.5156066991341
FB,Tue May 12 00:00:00 CEST 2015,431.019989,544.3904847874393
GOOG,Mon May 11 00:00:00 CEST 2015,432.850006,432.6317939128065
AAPL,Mon May 11 00:00:00 CEST 2015,432.850006,432.6317939128065
AMZN,Mon May 11 00:00:00 CEST 2015,432.850006,327.74311080129576
FB,Mon May 11 00:00:00 CEST 2015,432.850006,543.8542324855765
GOOG,Fri May 08 00:00:00 CEST 2015,433.690002,432.63323365170066
AAPL,Fri May 08 00:00:00 CEST 2015,433.690002,432.63323365170066
AMZN,Fri May 08 00:00:00 CEST 2015,433.690002,327.9714446185343
FB,Fri May 08 00:00:00 CEST 2015,433.690002,543.3271309043058
GOOG,Thu May 07 00:00:00 CEST 2015,426.880005,432.6254167649456
AAPL,Thu May 07 00:00:00 CEST 2015,426.880005,432.6254167649456
AMZN,Thu May 07 00:00:00 CEST 2015,426.880005,328.18415119999986
FB,Thu May 07 00:00:00 CEST 2015,426.880005,542.772620780952
GOOG,Wed May 06 00:00:00 CEST 2015,419.100006,432.60706478290365
AAPL,Wed May 06 00:00:00 CEST 2015,419.100006,432.60706478290365
AMZN,Wed May 06 00:00:00 CEST 2015,419.100006,328.3792496008582
FB,Wed May 06 00:00:00 CEST 2015,419.100006,542.1864946445494
GOOG,Tue May 05 00:00:00 CEST 2015,421.190002,432.5915945081301
AAPL,Tue May 05 00:00:00 CEST 2015,421.190002,432.5915945081301
AMZN,Tue May 05 00:00:00 CEST 2015,421.190002,328.5779878286936
FB,Tue May 05 00:00:00 CEST 2015,421.190002,541.6157564716978
GOOG,Mon May 04 00:00:00 CEST 2015,423.040009,432.5786694939107
AAPL,Mon May 04 00:00:00 CEST 2015,423.040009,432.5786694939107
AMZN,Mon May 04 00:00:00 CEST 2015,423.040009,328.7798297542733
FB,Mon May 04 00:00:00 CEST 2015,423.040009,541.0590628215958
GOOG,Fri May 01 00:00:00 CEST 2015,422.869995,432.56554966351354
AAPL,Fri May 01 00:00:00 CEST 2015,422.869995,432.56554966351354
AMZN,Fri May 01 00:00:00 CEST 2015,422.869995,328.9804484434966
FB,Fri May 01 00:00:00 CEST 2015,422.869995,540.5067774579436
GOOG,Thu Apr 30 00:00:00 CEST 2015,421.779999,432.55099426450744
AAPL,Thu Apr 30 00:00:00 CEST 2015,421.779999,432.55099426450744
AMZN,Thu Apr 30 00:00:00 CEST 2015,421.779999,329.1778942957444
FB,Thu Apr 30 00:00:00 CEST 2015,421.779999,539.9545598837205
GOOG,Wed Apr 29 00:00:00 CEST 2015,429.369995,432.5467072035041
AAPL,Wed Apr 29 00:00:00 CEST 2015,429.369995,432.5467072035041
AMZN,Wed Apr 29 00:00:00 CEST 2015,429.369995,329.39061637791906
FB,Wed Apr 29 00:00:00 CEST 2015,429.369995,539.4425943055552
GOOG,Tue Apr 28 00:00:00 CEST 2015,429.309998,432.5423509327053
AAPL,Tue Apr 28 00:00:00 CEST 2015,429.309998,432.5423509327053
AMZN,Tue Apr 28 00:00:00 CEST 2015,429.309998,329.6023099830506
FB,Tue Apr 28 00:00:00 CEST 2015,429.309998,538.9350708202761
GOOG,Mon Apr 27 00:00:00 CEST 2015,438.559998,432.55043916801077
AAPL,Mon Apr 27 00:00:00 CEST 2015,438.559998,432.55043916801077
AMZN,Mon Apr 27 00:00:00 CEST 2015,438.559998,329.83266450317103
FB,Mon Apr 27 00:00:00 CEST 2015,438.559998,538.4746347064216
GOOG,Fri Apr 24 00:00:00 CEST 2015,445.100006,432.56728422416114
AAPL,Fri Apr 24 00:00:00 CEST 2015,445.100006,432.56728422416114
AMZN,Fri Apr 24 00:00:00 CEST 2015,445.100006,330.075844548523
FB,Fri Apr 24 00:00:00 CEST 2015,445.100006,538.0482665388124
GOOG,Thu Apr 23 00:00:00 CEST 2015,389.98999,432.51021010321716
AAPL,Thu Apr 23 00:00:00 CEST 2015,389.98999,432.51021010321716
AMZN,Thu Apr 23 00:00:00 CEST 2015,389.98999,330.2019795915787
FB,Thu Apr 23 00:00:00 CEST 2015,389.98999,537.375274372727
GOOG,Wed Apr 22 00:00:00 CEST 2015,389.799988,432.453034437751
AAPL,Wed Apr 22 00:00:00 CEST 2015,389.799988,432.453034437751
AMZN,Wed Apr 22 00:00:00 CEST 2015,389.799988,330.3271854915964
FB,Wed Apr 22 00:00:00 CEST 2015,389.799988,536.7075128959273
GOOG,Tue Apr 21 00:00:00 CEST 2015,391.179993,432.39785657486635
AAPL,Tue Apr 21 00:00:00 CEST 2015,391.179993,432.39785657486635
AMZN,Tue Apr 21 00:00:00 CEST 2015,391.179993,330.4547595115302
FB,Tue Apr 21 00:00:00 CEST 2015,391.179993,536.0519835270267
GOOG,Mon Apr 20 00:00:00 CEST 2015,389.51001,432.34059643257683
AAPL,Mon Apr 20 00:00:00 CEST 2015,389.51001,432.34059643257683
AMZN,Mon Apr 20 00:00:00 CEST 2015,389.51001,330.57830606066926
FB,Mon Apr 20 00:00:00 CEST 2015,389.51001,535.3948446322865
GOOG,Fri Apr 17 00:00:00 CEST 2015,375.559998,432.26488896800004
AAPL,Fri Apr 17 00:00:00 CEST 2015,375.559998,432.26488896800004
AMZN,Fri Apr 17 00:00:00 CEST 2015,375.559998,330.67221355949874
FB,Fri Apr 17 00:00:00 CEST 2015,375.559998,534.681296209821
GOOG,Thu Apr 16 00:00:00 CEST 2015,386.040009,432.20333786284954
AAPL,Thu Apr 16 00:00:00 CEST 2015,386.040009,432.20333786284954
AMZN,Thu Apr 16 00:00:00 CEST 2015,386.040009,330.7875631333331
FB,Thu Apr 16 00:00:00 CEST 2015,386.040009,534.0206682666662
GOOG,Wed Apr 15 00:00:00 CEST 2015,383.450012,432.1385063125
AAPL,Wed Apr 15 00:00:00 CEST 2015,383.450012,432.1385063125
AMZN,Wed Apr 15 00:00:00 CEST 2015,383.450012,330.89704847401225
FB,Wed Apr 15 00:00:00 CEST 2015,383.450012,533.3544264247784
GOOG,Tue Apr 14 00:00:00 CEST 2015,385.109985,432.076051436919
AAPL,Tue Apr 14 00:00:00 CEST 2015,385.109985,432.076051436919
AMZN,Tue Apr 14 00:00:00 CEST 2015,385.109985,331.0095234460578
FB,Tue Apr 14 00:00:00 CEST 2015,385.109985,532.7013672114534
GOOG,Mon Apr 13 00:00:00 CEST 2015,382.359985,432.01011500928377
AAPL,Mon Apr 13 00:00:00 CEST 2015,382.359985,432.01011500928377
AMZN,Mon Apr 13 00:00:00 CEST 2015,382.359985,331.115839101449
FB,Mon Apr 13 00:00:00 CEST 2015,382.359985,532.0419751842102
GOOG,Fri Apr 10 00:00:00 CEST 2015,382.649994,431.94473736556284
AAPL,Fri Apr 10 00:00:00 CEST 2015,382.649994,431.94473736556284
AMZN
