FB,date,closing,avg
AMZN,Thu Sep 24 00:00:00 CEST 2015,533.75,289.25728267934784
FB,Thu Sep 24 00:00:00 CEST 2015,533.75,600.2061954159292
GOOG,Wed Sep 23 00:00:00 CEST 2015,536.070007,426.2334788499994
AAPL,Wed Sep 23 00:00:00 CEST 2015,536.070007,426.2334788499994
AMZN,Wed Sep 23 00:00:00 CEST 2015,536.070007,289.92615185094854
FB,Wed Sep 23 00:00:00 CEST 2015,536.070007,599.6435972719298
GOOG,Tue Sep 22 00:00:00 CEST 2015,538.400024,426.40846565990574
AAPL,Tue Sep 22 00:00:00 CEST 2015,538.400024,426.40846565990574
AMZN,Tue Sep 22 00:00:00 CEST 2015,538.400024,290.59770285675677
FB,Tue Sep 22 00:00:00 CEST 2015,538.400024,599.1110444608696
GOOG,Mon Sep 21 00:00:00 CEST 2015,548.390015,426.5984680732081
AAPL,Mon Sep 21 00:00:00 CEST 2015,548.390015,426.5984680732081
AMZN,Mon Sep 21 00:00:00 CEST 2015,548.390015,291.29256084097034
FB,Mon Sep 21 00:00:00 CEST 2015,548.390015,598.6737942068966
GOOG,Fri Sep 18 00:00:00 CEST 2015,540.26001,426.7752356345251
AAPL,Fri Sep 18 00:00:00 CEST 2015,540.26001,426.7752356345251
AMZN,Fri Sep 18 00:00:00 CEST 2015,540.26001,291.96182817741936
FB,Fri Sep 18 00:00:00 CEST 2015,540.26001,598.1745310940171
GOOG,Thu Sep 17 00:00:00 CEST 2015,538.869995,426.9492958198752
AAPL,Thu Sep 17 00:00:00 CEST 2015,538.869995,426.9492958198752
AMZN,Thu Sep 17 00:00:00 CEST 2015,538.869995,292.6237803672922
FB,Thu Sep 17 00:00:00 CEST 2015,538.869995,597.671950279661
GOOG,Wed Sep 16 00:00:00 CEST 2015,527.390015,427.1050178651157
AAPL,Wed Sep 16 00:00:00 CEST 2015,527.390015,427.1050178651157
AMZN,Wed Sep 16 00:00:00 CEST 2015,527.390015,293.25149757219253
FB,Wed Sep 16 00:00:00 CEST 2015,527.390015,597.0813457815126
GOOG,Tue Sep 15 00:00:00 CEST 2015,522.369995,427.25248686996855
AAPL,Tue Sep 15 00:00:00 CEST 2015,522.369995,427.25248686996855
AMZN,Tue Sep 15 00:00:00 CEST 2015,522.369995,293.862480232
FB,Tue Sep 15 00:00:00 CEST 2015,522.369995,596.4587511916667
GOOG,Mon Sep 14 00:00:00 CEST 2015,521.380005,427.3979698964446
AAPL,Mon Sep 14 00:00:00 CEST 2015,521.380005,427.3979698964446
AMZN,Mon Sep 14 00:00:00 CEST 2015,521.380005,294.4675800319149
FB,Mon Sep 14 00:00:00 CEST 2015,521.380005,595.8382656859504
GOOG,Fri Sep 11 00:00:00 CEST 2015,529.440002,427.55544216820937
AAPL,Fri Sep 11 00:00:00 CEST 2015,529.440002,427.55544216820937
AMZN,Fri Sep 11 00:00:00 CEST 2015,529.440002,295.0908490557029
FB,Fri Sep 11 00:00:00 CEST 2015,529.440002,595.2940176229508
GOOG,Thu Sep 10 00:00:00 CEST 2015,522.23999,427.70133515408264
AAPL,Thu Sep 10 00:00:00 CEST 2015,522.23999,427.70133515408264
AMZN,Thu Sep 10 00:00:00 CEST 2015,522.23999,295.69177270899473
FB,Thu Sep 10 00:00:00 CEST 2015,522.23999,594.7000824390244
GOOG,Wed Sep 09 00:00:00 CEST 2015,516.890015,427.83854850769177
AAPL,Wed Sep 09 00:00:00 CEST 2015,516.890015,427.83854850769177
AMZN,Wed Sep 09 00:00:00 CEST 2015,516.890015,296.27540923219
FB,Wed Sep 09 00:00:00 CEST 2015,516.890015,594.0725818951613
GOOG,Tue Sep 08 00:00:00 CEST 2015,517.539978,427.97633872196565
AAPL,Tue Sep 08 00:00:00 CEST 2015,517.539978,427.97633872196565
AMZN,Tue Sep 08 00:00:00 CEST 2015,517.539978,296.8576844131579
FB,Tue Sep 08 00:00:00 CEST 2015,517.539978,593.460321064
GOOG,Fri Sep 04 00:00:00 CEST 2015,499.0,428.0852707177909
AAPL,Fri Sep 04 00:00:00 CEST 2015,499.0,428.0852707177909
AMZN,Fri Sep 04 00:00:00 CEST 2015,499.0,297.38824167191603
FB,Fri Sep 04 00:00:00 CEST 2015,499.0,592.7106359761905
GOOG,Thu Sep 03 00:00:00 CEST 2015,504.720001,428.2026286508417
AAPL,Thu Sep 03 00:00:00 CEST 2015,504.720001,428.2026286508417
AMZN,Thu Sep 03 00:00:00 CEST 2015,504.720001,297.9309949685864
FB,Thu Sep 03 00:00:00 CEST 2015,504.720001,592.0177963307086
GOOG,Wed Sep 02 00:00:00 CEST 2015,510.549988,428.32854204434193
AAPL,Wed Sep 02 00:00:00 CEST 2015,510.549988,428.32854204434193
AMZN,Wed Sep 02 00:00:00 CEST 2015,510.549988,298.48613594255875
FB,Wed Sep 02 00:00:00 CEST 2015,510.549988,591.381329078125
GOOG,Tue Sep 01 00:00:00 CEST 2015,496.540009,428.43268168854905
AAPL,Tue Sep 01 00:00:00 CEST 2015,496.540009,428.43268168854905
AMZN,Tue Sep 01 00:00:00 CEST 2015,496.540009,299.00190123697917
FB,Tue Sep 01 00:00:00 CEST 2015,496.540009,590.6461250465117
GOOG,Mon Aug 31 00:00:00 CEST 2015,512.890015,428.561427623475
AAPL,Mon Aug 31 00:00:00 CEST 2015,512.890015,428.561427623475
AMZN,Mon Aug 31 00:00:00 CEST 2015,512.890015,299.5574547792208
FB,Mon Aug 31 00:00:00 CEST 2015,512.890015,590.0480011230769
GOOG,Fri Aug 28 00:00:00 CEST 2015,518.01001,428.6975746286144
AAPL,Fri Aug 28 00:00:00 CEST 2015,518.01001,428.6975746286144
AMZN,Fri Aug 28 00:00:00 CEST 2015,518.01001,300.12339404145075
FB,Fri Aug 28 00:00:00 CEST 2015,518.01001,589.4980927938931
GOOG,Thu Aug 27 00:00:00 CEST 2015,518.369995,428.8338549027351
AAPL,Thu Aug 27 00:00:00 CEST 2015,518.369995,428.8338549027351
AMZN,Thu Aug 27 00:00:00 CEST 2015,518.369995,300.68733874677
FB,Thu Aug 27 00:00:00 CEST 2015,518.369995,588.9592435681818
GOOG,Wed Aug 26 00:00:00 CEST 2015,500.769989,428.9430144385427
AAPL,Wed Aug 26 00:00:00 CEST 2015,500.769989,428.9430144385427
AMZN,Wed Aug 26 00:00:00 CEST 2015,500.769989,301.20301568041236
FB,Wed Aug 26 00:00:00 CEST 2015,500.769989,588.2961664661653
GOOG,Tue Aug 25 00:00:00 CEST 2015,466.369995,428.999721984848
AAPL,Tue Aug 25 00:00:00 CEST 2015,466.369995,428.999721984848
AMZN,Tue Aug 25 00:00:00 CEST 2015,466.369995,301.6276094575835
FB,Tue Aug 25 00:00:00 CEST 2015,466.369995,587.386269664179
GOOG,Mon Aug 24 00:00:00 CEST 2015,463.369995,429.05171937216295
AAPL,Mon Aug 24 00:00:00 CEST 2015,463.369995,429.05171937216295
AMZN,Mon Aug 24 00:00:00 CEST 2015,463.369995,302.0423335230769
FB,Mon Aug 24 00:00:00 CEST 2015,463.369995,586.4676305925925
GOOG,Fri Aug 21 00:00:00 CEST 2015,494.470001,429.1505385287004
AAPL,Fri Aug 21 00:00:00 CEST 2015,494.470001,429.1505385287004
AMZN,Fri Aug 21 00:00:00 CEST 2015,494.470001,302.53447589514064
FB,Fri Aug 21 00:00:00 CEST 2015,494.470001,585.7911774338235
GOOG,Thu Aug 20 00:00:00 CEST 2015,515.780029,429.28120141025596
AAPL,Thu Aug 20 00:00:00 CEST 2015,515.780029,429.28120141025596
AMZN,Thu Aug 20 00:00:00 CEST 2015,515.780029,303.0784696530612
FB,Thu Aug 20 00:00:00 CEST 2015,515.780029,585.2801471532846
GOOG,Wed Aug 19 00:00:00 CEST 2015,532.919983,429.4372839126502
AAPL,Wed Aug 19 00:00:00 CEST 2015,532.919983,429.4372839126502
AMZN,Wed Aug 19 00:00:00 CEST 2015,532.919983,303.66330810941474
FB,Wed Aug 19 00:00:00 CEST 2015,532.919983,584.9007256739129
GOOG,Tue Aug 18 00:00:00 CEST 2015,535.02002,429.5960549443605
AAPL,Tue Aug 18 00:00:00 CEST 2015,535.02002,429.5960549443605
AMZN,Tue Aug 18 00:00:00 CEST 2015,535.02002,304.25050788578676
FB,Tue Aug 18 00:00:00 CEST 2015,535.02002,584.5418716762589
GOOG,Mon Aug 17 00:00:00 CEST 2015,535.219971,429.75464941291244
AAPL,Mon Aug 17 00:00:00 CEST 2015,535.219971,429.75464941291244
AMZN,Mon Aug 17 00:00:00 CEST 2015,535.219971,304.8352407037974
FB,Mon Aug 17 00:00:00 CEST 2015,535.219971,584.1895723857142
GOOG,Fri Aug 14 00:00:00 CEST 2015,531.52002,429.9072211829081
AAPL,Fri Aug 14 00:00:00 CEST 2015,531.52002,429.9072211829081
AMZN,Fri Aug 14 00:00:00 CEST 2015,531.52002,305.4076770151515
FB,Fri Aug 14 00:00:00 CEST 2015,531.52002,583.8160294609927
GOOG,Thu Aug 13 00:00:00 CEST 2015,529.659973,430.05655164970017
AAPL,Thu Aug 13 00:00:00 CEST 2015,529.659973,430.05655164970017
AMZN,Thu Aug 13 00:00:00 CEST 2015,529.659973,305.9725442594458
FB,Thu Aug 13 00:00:00 CEST 2015,529.659973,583.43464878169
GOOG,Wed Aug 12 00:00:00 CEST 2015,525.909973,430.1998303064271
AAPL,Wed Aug 12 00:00:00 CEST 2015,525.909973,430.1998303064271
AMZN,Wed Aug 12 00:00:00 CEST 2015,525.909973,306.5251508643216
FB,Wed Aug 12 00:00:00 CEST 2015,525.909973,583.0323783216782
GOOG,Tue Aug 11 00:00:00 CEST 2015,527.460022,430.3449947716414
AAPL,Tue Aug 11 00:00:00 CEST 2015,527.460022,430.3449947716414
AMZN,Tue Aug 11 00:00:00 CEST 2015,527.460022,307.0788723458646
FB,Tue Aug 11 00:00:00 CEST 2015,527.460022,582.6464591805554
GOOG,Mon Aug 10 00:00:00 CEST 2015,524.0,430.48457004023805
AAPL,Mon Aug 10 00:00:00 CEST 2015,524.0,430.48457004023805
AMZN,Mon Aug 10 00:00:00 CEST 2015,524.0,307.62117516499995
FB,Mon Aug 10 00:00:00 CEST 2015,524.0,582.2420008413792
GOOG,Fri Aug 07 00:00:00 CEST 2015,522.619995,430.62167632738056
AAPL,Fri Aug 07 00:00:00 CEST 2015,522.619995,430.62167632738056
AMZN,Fri Aug 07 00:00:00 CEST 2015,522.619995,308.1573318229426
FB,Fri Aug 07 00:00:00 CEST 2015,522.619995,581.833630938356
GOOG,Thu Aug 06 00:00:00 CEST 2015,529.460022,430.76853865378865
AAPL,Thu Aug 06 00:00:00 CEST 2015,529.460022,430.76853865378865
AMZN,Thu Aug 06 00:00:00 CEST 2015,529.460022,308.70783602736316
FB,Thu Aug 06 00:00:00 CEST 2015,529.460022,581.4773478843535
GOOG,Wed Aug 05 00:00:00 CEST 2015,537.01001,430.92616694955456
AAPL,Wed Aug 05 00:00:00 CEST 2015,537.01001,430.92616694955456
AMZN,Wed Aug 05 00:00:00 CEST 2015,537.01001,309.27434266253096
FB,Wed Aug 05 00:00:00 CEST 2015,537.01001,581.1768928986485
GOOG,Tue Aug 04 00:00:00 CEST 2015,531.900024,431.07575784888854
AAPL,Tue Aug 04 00:00:00 CEST 2015,531.900024,431.07575784888854
AMZN,Tue Aug 04 00:00:00 CEST 2015,531.900024,309.8253963292079
FB,Tue Aug 04 00:00:00 CEST 2015,531.900024,580.8461756577179
GOOG,Mon Aug 03 00:00:00 CEST 2015,535.030029,431.2295363565085
AAPL,Mon Aug 03 00:00:00 CEST 2015,535.030029,431.2295363565085
AMZN,Mon Aug 03 00:00:00 CEST 2015,535.030029,310.3814571506172
FB,Mon Aug 03 00:00:00 CEST 2015,535.030029,580.5407346799999
GOOG,Fri Jul 31 00:00:00 CEST 2015,536.150024,431.384514920236
AAPL,Fri Jul 31 00:00:00 CEST 2015,536.150024,431.384514920236
AMZN,Fri Jul 31 00:00:00 CEST 2015,536.150024,310.937537364532
FB,Fri Jul 31 00:00:00 CEST 2015,536.150024,580.246756463576
GOOG,Thu Jul 30 00:00:00 CEST 2015,536.76001,431.5399360044244
AAPL,Thu Jul 30 00:00:00 CEST 2015,536.76001,431.5399360044244
AMZN,Thu Jul 30 00:00:00 CEST 2015,536.76001,311.4923837346437
FB,Thu Jul 30 00:00:00 CEST 2015,536.76001,579.9606594473684
GOOG,Wed Jul 29 00:00:00 CEST 2015,529.0,431.68347070839434
AAPL,Wed Jul 29 00:00:00 CEST 2015,529.0,431.68347070839434
AMZN,Wed Jul 29 00:00:00 CEST 2015,529.0,312.02549063725485
FB,Wed Jul 29 00:00:00 CEST 2015,529.0,579.6275832418299
GOOG,Tue Jul 28 00:00:00 CEST 2015,526.030029,431.8222156470585
AAPL,Tue Jul 28 00:00:00 CEST 2015,526.030029,431.8222156470585
AMZN,Tue Jul 28 00:00:00 CEST 2015,526.030029,312.54872911735936
FB,Tue Jul 28 00:00:00 CEST 2015,526.030029,579.2795471753245
GOOG,Mon Jul 27 00:00:00 CEST 2015,531.409973,431.96845317621114
AAPL,Mon Jul 27 00:00:00 CEST 2015,531.409973,431.96845317621114
AMZN,Mon Jul 27 00:00:00 CEST 2015,531.409973,313.0825370292683
FB,Mon Jul 27 00:00:00 CEST 2015,531.409973,578.9707112129031
GOOG,Fri Jul 24 00:00:00 CEST 2015,529.419983,432.11134398240443
AAPL,Fri Jul 24 00:00:00 CEST 2015,529.419983,432.11134398240443
AMZN,Fri Jul 24 00:00:00 CEST 2015,529.419983,313.6089055109489
FB,Fri Jul 24 00:00:00 CEST 2015,529.419983,578.6530783397435
GOOG,Thu Jul 23 00:00:00 CEST 2015,482.179993,432.1846509355781
AAPL,Thu Jul 23 00:00:00 CEST 2015,482.179993,432.1846509355781
AMZN,Thu Jul 23 00:00:00 CEST 2015,482.179993,314.0180586359223
FB,Thu Jul 23 00:00:00 CEST 2015,482.179993,578.0386000891718
GOOG,Wed Jul 22 00:00:00 CEST 2015,488.269989,432.26664704385934
AAPL,Wed Jul 22 00:00:00 CEST 2015,488.269989,432.26664704385934
AMZN,Wed Jul 22 00:00:00 CEST 2015,488.269989,314.43997614285706
FB,Wed Jul 22 00:00:00 CEST 2015,488.269989,577.4704443227846
GOOG,Tue Jul 21 00:00:00 CEST 2015,488.0,432.34800960291943
AAPL,Tue Jul 21 00:00:00 CEST 2015,488.0,432.34800960291943
AMZN,Tue Jul 21 00:00:00 CEST 2015,488.0,314.85920325362315
FB,Tue Jul 21 00:00:00 CEST 2015,488.0,576.907737125786
GOOG,Mon Jul 20 00:00:00 CEST 2015,488.100006,432.42928073469363
AAPL,Mon Jul 20 00:00:00 CEST 2015,488.100006,432.42928073469363
AMZN,Mon Jul 20 00:00:00 CEST 2015,488.100006,315.2766509710843
FB,Mon Jul 20 00:00:00 CEST 2015,488.100006,576.3526888062498
GOOG,Fri Jul 17 00:00:00 CEST 2015,483.01001,432.5029062503637
AAPL,Fri Jul 17 00:00:00 CEST 2015,483.01001,432.5029062503637
AMZN,Fri Jul 17 00:00:00 CEST 2015,483.01001,315.6798561610576
FB,Fri Jul 17 00:00:00 CEST 2015,483.01001,575.7729206149066
GOOG,Thu Jul 16 00:00:00 CEST 2015,475.480011,432.5653729723835
AAPL,Thu Jul 16 00:00:00 CEST 2015,475.480011,432.5653729723835
AMZN,Thu Jul 16 00:00:00 CEST 2015,475.480011,316.0630699616306
FB,Thu Jul 16 00:00:00 CEST 2015,475.480011,575.1538285802468
GOOG,Wed Jul 15 00:00:00 CEST 2015,461.190002,432.6069181523946
AAPL,Wed Jul 15 00:00:00 CEST 2015,461.190002,432.6069181523946
AMZN,Wed Jul 15 00:00:00 CEST 2015,461.190002,316.41026357894725
FB,Wed Jul 15 00:00:00 CEST 2015,461.190002,574.4546639999999
GOOG,Tue Jul 14 00:00:00 CEST 2015,465.570007,432.65469074492734
AAPL,Tue Jul 14 00:00:00 CEST 2015,465.570007,432.65469074492734
AMZN,Tue Jul 14 00:00:00 CEST 2015,465.570007,316.76625342004763
FB,Tue Jul 14 00:00:00 CEST 2015,465.570007,573.790733164634
GOOG,Mon Jul 13 00:00:00 CEST 2015,455.570007,432.68785328654104
AAPL,Mon Jul 13 00:00:00 CEST 2015,455.570007,432.68785328654104
AMZN,Mon Jul 13 00:00:00 CEST 2015,455.570007,317.096738547619
FB,Mon Jul 13 00:00:00 CEST 2015,455.570007,573.0742439151514
GOOG,Fri Jul 10 00:00:00 CEST 2015,443.51001,432.70349224132934
AAPL,Fri Jul 10 00:00:00 CEST 2015,443.51001,432.70349224132934
AMZN,Fri Jul 10 00:00:00 CEST 2015,443.51001,317.39700760095
FB,Fri Jul 10 00:00:00 CEST 2015,443.51001,572.2937364819276
GOOG,Thu Jul 09 00:00:00 CEST 2015,434.390015,432.7059258961038
AAPL,Thu Jul 09 00:00:00 CEST 2015,434.390015,432.7059258961038
AMZN,Thu Jul 09 00:00:00 CEST 2015,434.390015,317.67424221563977
FB,Thu Jul 09 00:00:00 CEST 2015,434.390015,571.4679656946106
GOOG,Wed Jul 08 00:00:00 CEST 2015,429.700012,432.701594608069
AAPL,Wed Jul 08 00:00:00 CEST 2015,429.700012,432.701594608069
AMZN,Wed Jul 08 00:00:00 CEST 2015,429.700012,317.93907855082733
FB,Wed Jul 08 00:00:00 CEST 2015,429.700012,570.6241088273808
GOOG,Tue Jul 07 00:00:00 CEST 2015,436.720001,432.70737648776964
AAPL,Tue Jul 07 00:00:00 CEST 2015,436.720001,432.70737648776964
AMZN,Tue Jul 07 00:00:00 CEST 2015,436.720001,318.219222235849
FB,Tue Jul 07 00:00:00 CEST 2015,436.720001,569.8317768284022
GOOG,Mon Jul 06 00:00:00 CEST 2015,436.040009,432.7121647528734
AAPL,Mon Jul 06 00:00:00 CEST 2015,436.040009,432.7121647528734
AMZN,Mon Jul 06 00:00:00 CEST 2015,436.040009,318.4964476164705
FB,Mon Jul 06 00:00:00 CEST 2015,436.040009,569.0447664294117
GOOG,Thu Jul 02 00:00:00 CEST 2015,437.709991,432.71933523529395
AAPL,Thu Jul 02 00:00:00 CEST 2015,437.709991,432.71933523529395
AMZN,Thu Jul 02 00:00:00 CEST 2015,437.709991,318.7762916150234
FB,Thu Jul 02 00:00:00 CEST 2015,437.709991,568.2767268070173
GOOG,Wed Jul 01 00:00:00 CEST 2015,437.390015,432.7260267535815
AAPL,Wed Jul 01 00:00:00 CEST 2015,437.390015,432.7260267535815
AMZN,Wed Jul 01 00:00:00 CEST 2015,437.390015,319.0540755105386
FB,Wed Jul 01 00:00:00 CEST 2015,437.390015,567.5157575523255
GOOG,Tue Jun 30 00:00:00 CEST 2015,434.089996,432.72797806866936
AAPL,Tue Jun 30 00:00:00 CEST 2015,434.089996,432.72797806866936
AMZN,Tue Jun 30 00:00:00 CEST 2015,434.089996,319.3228510257009
FB,Tue Jun 30 00:00:00 CEST 2015,434.089996,566.7445103757224
GOOG,Mon Jun 29 00:00:00 CEST 2015,429.859985,432.72388093571413
AAPL,Mon Jun 29 00:00:00 CEST 2015,429.859985,432.72388093571413
AMZN,Mon Jun 29 00:00:00 CEST 2015,429.859985,319.58051334265724
FB,Mon Jun 29 00:00:00 CEST 2015,429.859985,565.9578177011492
GOOG,Fri Jun 26 00:00:00 CEST 2015,438.100006,432.7315501583451
AAPL,Fri Jun 26 00:00:00 CEST 2015,438.100006,432.7315501583451
AMZN,Fri Jun 26 00:00:00 CEST 2015,438.100006,319.8561400697674
FB,Fri Jun 26 00:00:00 CEST 2015,438.100006,565.2272016342855
GOOG,Thu Jun 25 00:00:00 CEST 2015,440.100006,432.7420465341879
AAPL,Thu Jun 25 00:00:00 CEST 2015,440.100006,432.7420465341879
AMZN,Thu Jun 25 00:00:00 CEST 2015,440.100006,320.1351281577725
FB,Thu Jun 25 00:00:00 CEST 2015,440.100006,564.5162516590907
GOOG,Wed Jun 24 00:00:00 CEST 2015,440.839996,432.7535656657182
AAPL,Wed Jun 24 00:00:00 CEST 2015,440.839996,432.7535656657182
AMZN,Wed Jun 24 00:00:00 CEST 2015,440.839996,320.41453757407396
FB,Wed Jun 24 00:00:00 CEST 2015,440.839996,563.8175157514121
GOOG,Tue Jun 23 00:00:00 CEST 2015,445.98999,432.77236740482937
AAPL,Tue Jun 23 00:00:00 CEST 2015,445.98999,432.77236740482937
AMZN,Tue Jun 23 00:00:00 CEST 2015,445.98999,320.70455016628165
FB,Tue Jun 23 00:00:00 CEST 2015,445.98999,563.1555633595503
GOOG,Mon Jun 22 00:00:00 CEST 2015,436.290009,432.77735696737574
AAPL,Mon Jun 22 00:00:00 CEST 2015,436.290009,432.77735696737574
AMZN,Mon Jun 22 00:00:00 CEST 2015,436.290009,320.9708761082948
FB,Mon Jun 22 00:00:00 CEST 2015,436.290009,562.4468172458098
GOOG,Fri Jun 19 00:00:00 CEST 2015,434.920013,432.7803918909347
AAPL,Fri Jun 19 00:00:00 CEST 2015,434.920013,432.7803918909347
AMZN,Fri Jun 19 00:00:00 CEST 2015,434.920013,321.23282814712627
FB,Fri Jun 19 00:00:00 CEST 2015,434.920013,561.7383349999998
GOOG,Thu Jun 18 00:00:00 CEST 2015,439.390015,432.78974072135776
AAPL,Thu Jun 18 00:00:00 CEST 2015,439.390015,432.78974072135776
AMZN,Thu Jun 18 00:00:00 CEST 2015,439.390015,321.5038308692659
FB,Thu Jun 18 00:00:00 CEST 2015,439.390015,561.0623774309389
GOOG,Wed Jun 17 00:00:00 CEST 2015,427.809998,432.7827071864405
AAPL,Wed Jun 17 00:00:00 CEST 2015,427.809998,432.7827071864405
AMZN,Wed Jun 17 00:00:00 CEST 2015,427.809998,321.7470944096109
FB,Wed Jun 17 00:00:00 CEST 2015,427.809998,560.3302214999997
GOOG,Tue Jun 16 00:00:00 CEST 2015,427.26001,432.77491776868817
AAPL,Tue Jun 16 00:00:00 CEST 2015,427.26001,432.77491776868817
AMZN,Tue Jun 16 00:00:00 CEST 2015,427.26001,321.98799147716886
FB,Tue Jun 16 00:00:00 CEST 2015,427.26001,559.6030618743166
GOOG,Mon Jun 15 00:00:00 CEST 2015,423.670013,432.76209395915487
AAPL,Mon Jun 15 00:00:00 CEST 2015,423.670013,432.76209395915487
AMZN,Mon Jun 15 00:00:00 CEST 2015,423.670013,322.2196133940773
FB,Mon Jun 15 00:00:00 CEST 2015,423.670013,558.8642953043475
GOOG,Fri Jun 12 00:00:00 CEST 2015,429.920013,432.7580966582278
AAPL,Fri Jun 12 00:00:00 CEST 2015,429.920013,432.7580966582278
AMZN,Fri Jun 12 00:00:00 CEST 2015,429.920013,322.4643870295453
FB,Fri Jun 12 00:00:00 CEST 2015,429.920013,558.1672991837834
GOOG,Thu Jun 11 00:00:00 CEST 2015,432.970001,432.75839427668535
AAPL,Thu Jun 11 00:00:00 CEST 2015,432.970001,432.75839427668535
AMZN,Thu Jun 11 00:00:00 CEST 2015,432.970001,322.71496665306114
FB,Thu Jun 11 00:00:00 CEST 2015,432.970001,557.4941954301071
GOOG,Wed Jun 10 00:00:00 CEST 2015,430.769989,432.755605489481
AAPL,Wed Jun 10 00:00:00 CEST 2015,430.769989,432.755605489481
AMZN,Wed Jun 10 00:00:00 CEST 2015,430.769989,322.9594350294117
FB,Wed Jun 10 00:00:00 CEST 2015,430.769989,556.8165258770049
GOOG,Tue Jun 09 00:00:00 CEST 2015,425.480011,432.7454155812324
AAPL,Tue Jun 09 00:00:00 CEST 2015,425.480011,432.7454155812324
AMZN,Tue Jun 09 00:00:00 CEST 2015,425.480011,323.1908584514672
FB,Tue Jun 09 00:00:00 CEST 2015,425.480011,556.1179273936166
GOOG,Mon Jun 08 00:00:00 CEST 2015,423.5,432.73248493006986
AAPL,Mon Jun 08 00:00:00 CEST 2015,423.5,432.73248493006986
AMZN,Mon Jun 08 00:00:00 CEST 2015,423.5,323.41677994144135
FB,Mon Jun 08 00:00:00 CEST 2015,423.5,555.4162452380948
GOOG,Fri Jun 05 00:00:00 CEST 2015,426.950012,432.7244088505586
AAPL,Fri Jun 05 00:00:00 CEST 2015,426.950012,432.7244088505586
AMZN,Fri Jun 05 00:00:00 CEST 2015,426.950012,323.6494388898875
FB,Fri Jun 05 00:00:00 CEST 2015,426.950012,554.7401071684206
GOOG,Thu Jun 04 00:00:00 CEST 2015,430.779999,432.72169698186883
AAPL,Thu Jun 04 00:00:00 CEST 2015,430.779999,432.72169698186883
AMZN,Thu Jun 04 00:00:00 CEST 2015,430.779999,323.88964193946174
FB,Thu Jun 04 00:00:00 CEST 2015,430.779999,554.0911013664918
GOOG,Wed Jun 03 00:00:00 CEST 2015,436.589996,432.72708458495816
AAPL,Wed Jun 03 00:00:00 CEST 2015,436.589996,432.72708458495816
AMZN,Wed Jun 03 00:00:00 CEST 2015,436.589996,324.14176801118555
FB,Wed Jun 03 00:00:00 CEST 2015,436.589996,553.479116442708
GOOG,Tue Jun 02 00:00:00 CEST 2015,430.98999,432.72466859805274
AAPL,Tue Jun 02 00:00:00 CEST 2015,430.98999,432.72466859805274
AMZN,Tue Jun 02 00:00:00 CEST 2015,430.98999,324.38026850669627
FB,Tue Jun 02 00:00:00 CEST 2015,430.98999,552.8444577564763
GOOG,Mon Jun 01 00:00:00 CEST 2015,430.920013,432.7221621319444
AAPL,Mon Jun 01 00:00:00 CEST 2015,430.920013,432.7221621319444
AMZN,Mon Jun 01 00:00:00 CEST 2015,430.920013,324.61755078841855
FB,Mon Jun 01 00:00:00 CEST 2015,430.920013,552.215981237113
GOOG,Fri May 29 00:00:00 CEST 2015,429.230011,432.71731864909844
AAPL,Fri May 29 00:00:00 CEST 2015,429.230011,432.71731864909844
AMZN,Fri May 29 00:00:00 CEST 2015,429.230011,324.8500229222221
FB,Fri May 29 00:00:00 CEST 2015,429.230011,551.5852839538458
GOOG,Thu May 28 00:00:00 CEST 2015,426.570007,432.70880436703595
AAPL,Thu May 28 00:00:00 CEST 2015,426.570007,432.70880436703595
AMZN,Thu May 28 00:00:00 CEST 2015,426.570007,325.07556612416835
FB,Thu May 28 00:00:00 CEST 2015,426.570007,550.947450908163
GOOG,Wed May 27 00:00:00 CEST 2015,431.420013,432.7070218063624
AAPL,Wed May 27 00:00:00 CEST 2015,431.420013,432.7070218063624
AMZN,Wed May 27 00:00:00 CEST 2015,431.420013,325.3108414491149
FB,Wed May 27 00:00:00 CEST 2015,431.420013,550.3407126446697
GOOG,Tue May 26 00:00:00 CEST 2015,425.470001,432.69702592127067
AAPL,Tue May 26 00:00:00 CEST 2015,425.470001,432.69702592127067
AMZN,Tue May 26 00:00:00 CEST 2015,425.470001,325.53194334657826
FB,Tue May 26 00:00:00 CEST 2015,425.470001,549.7100524848481
GOOG,Fri May 22 00:00:00 CEST 2015,427.630005,432.6900369268965
AAPL,Fri May 22 00:00:00 CEST 2015,427.630005,432.6900369268965
AMZN,Fri May 22 00:00:00 CEST 2015,427.630005,325.75682894493383
FB,Fri May 22 00:00:00 CEST 2015,427.630005,549.0965849095473
GOOG,Thu May 21 00:00:00 CEST 2015,431.630005,432.6885768278236
AAPL,Thu May 21 00:00:00 CEST 2015,431.630005,432.6885768278236
AMZN,Thu May 21 00:00:00 CEST 2015,431.630005,325.98951724395596
FB,Thu May 21 00:00:00 CEST 2015,431.630005,548.5092520099996
GOOG,Wed May 20 00:00:00 CEST 2015,423.859985,432.67643296010993
AAPL,Wed May 20 00:00:00 CEST 2015,423.859985,432.67643296010993
AMZN,Wed May 20 00:00:00 CEST 2015,423.859985,326.2041454627192
FB,Wed May 20 00:00:00 CEST 2015,423.859985,547.8891064029847
GOOG,Tue May 19 00:00:00 CEST 2015,421.709991,432.6613691662087
AAPL,Tue May 19 00:00:00 CEST 2015,421.709991,432.6613691662087
AMZN,Tue May 19 00:00:00 CEST 2015,421.709991,326.41312980743976
